cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,instance,age_group_sort,develop_type,link,cases,MU,SD,prob,z,p,odds,odds_order,odds_symbol,link_label,link_label_p,d_type_order,image_from,image_to,p_display,p_display_inverse,link_color
Alcohol,Anemia,Alcohol-->Anemia,0,All Sex,< 40,39,2,overall,383,4681,12.221932114882506,19.439538147229193,0.83,-27,0,Very Likely,1,+,Prob: 0.83% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/Alcohol.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Anemia.jpg,0.001,1000,#255C11
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,All Age,135,1,from,24,12373,515.5416666666666,520.2073147912463,1.09,3.6,0.002,Very Unlikely,3,-,Prob: 1.09% | p: 0.002 | -,p value: 0.002 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.002,500,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,< 40,4,2,overall,335,3002,8.961194029850747,12.76790694169646,0.13,7.1,0,Very Unlikely,3,-,Prob: 0.13% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,< 40,4,2,from,22,254,11.545454545454545,12.226930747241331,1.57,2.9,0.009,Very Unlikely,3,-,Prob: 1.57% | p: 0.009 | -,p value: 0.009 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.009,111.11111111111111,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,> 60,80,4,overall,508,24451,48.131889763779526,84.94760147771233,0.33,-8.5,0,Very Likely,1,+,Prob: 0.33% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#255C11
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,> 60,80,4,from,23,4389,190.82608695652175,192.03163853289504,1.82,2.8,0.011,Very Unlikely,3,-,Prob: 1.82% | p: 0.011 | -,p value: 0.011 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.011,90.90909090909092,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,40 to 60,8,3,overall,424,7467,17.610849056603772,24.472534423744737,0.11,8.1,0,Very Unlikely,3,-,Prob: 0.11% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,40 to 60,8,3,from,24,1037,43.208333333333336,44.847547717036704,0.77,3.8,0.001,Very Unlikely,3,-,Prob: 0.77% | p: 0.001 | -,p value: 0.001 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,All Age,92,1,overall,546,34920,63.956043956043956,105.21942947740376,0.26,-6.2,0,Very Likely,1,+,Prob: 0.26% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#255C11
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,All Age,92,1,from,24,5680,236.66666666666666,237.57409218044444,1.62,3,0.007,Very Unlikely,3,-,Prob: 1.62% | p: 0.007 | -,p value: 0.007 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.007,142.85714285714286,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,> 60,39,4,overall,493,25457,51.6369168356998,96.7984034517098,0.15,2.9,0.004,Very Unlikely,3,-,Prob: 0.15% | p: 0.004 | -,p value: 0.004 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.004,250,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,> 60,39,4,from,24,4958,206.58333333333334,219.44790739027567,0.79,3.7,0.001,Very Unlikely,3,-,Prob: 0.79% | p: 0.001 | -,p value: 0.001 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,40 to 60,4,3,overall,424,7246,17.089622641509433,32.90305964703321,0.06,8.2,0,Very Unlikely,3,-,Prob: 0.06% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,40 to 60,4,3,from,23,1542,67.04347826086956,79.84614652332638,0.26,3.8,0.001,Very Unlikely,3,-,Prob: 0.26% | p: 0.001 | -,p value: 0.001 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,All Age,43,1,overall,539,34382,63.788497217068645,122.98907293230812,0.13,3.9,0,Very Unlikely,3,-,Prob: 0.13% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#941212
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,All Age,43,1,from,24,6693,278.875,295.89559153011476,0.64,3.9,0.001,Very Unlikely,3,-,Prob: 0.64% | p: 0.001 | -,p value: 0.001 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Hypothyroid.jpg,0.001,1000,#941212
CVD,Liver,CVD-->Liver,0,All Sex,< 40,15,2,overall,383,4681,12.221932114882506,19.439538147229193,0.32,-2.8,0.005,Very Likely,1,+,Prob: 0.32% | p: 0.005 | +,p value: 0.005 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.005,200,#255C11
CVD,Liver,CVD-->Liver,0,All Sex,< 40,15,2,from,23,447,19.434782608695652,21.394192259830536,3.36,1,0.331,Neutral,2,o,Prob: 3.36% | p: 0.331 | o,p value: 0.331 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.331,3.021148036253776,#BFBA1B
CVD,Liver,CVD-->Liver,0,All Sex,> 60,161,4,overall,547,49908,91.23948811700183,169.02142194170352,0.32,-9.7,0,Very Likely,1,+,Prob: 0.32% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,All Sex,> 60,161,4,from,24,9347,389.4583333333333,400.1596397924715,1.72,2.8,0.01,Very Unlikely,3,-,Prob: 1.72% | p: 0.010 | -,p value: 0.010 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.01,100,#941212
CVD,Liver,CVD-->Liver,0,All Sex,40 to 60,123,3,overall,489,14713,30.0879345603272,52.87491461865575,0.84,-38.9,0,Very Likely,1,+,Prob: 0.84% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,All Sex,40 to 60,123,3,from,24,2579,107.45833333333333,122.10579132605594,4.77,-0.6,0.539,Neutral,2,o,Prob: 4.77% | p: 0.539 | o,p value: 0.539 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.539,1.8552875695732838,#BFBA1B
CVD,Liver,CVD-->Liver,0,All Sex,All Age,299,1,overall,577,69302,120.10745233968804,216.3153776332515,0.43,-19.9,0,Very Likely,1,+,Prob: 0.43% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,All Sex,All Age,299,1,from,24,12373,515.5416666666666,520.2073147912463,2.42,2,0.053,Very Unlikely,3,-,Prob: 2.42% | p: 0.053 | -,p value: 0.053 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.053,18.867924528301888,#941212
CVD,Liver,CVD-->Liver,0,F,< 40,2,2,overall,335,3002,8.961194029850747,12.76790694169646,0.07,10,0,Very Unlikely,3,-,Prob: 0.07% | p: 0.000 | -,p value: 0.000 Very Unlikely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#941212
CVD,Liver,CVD-->Liver,0,F,< 40,2,2,from,22,254,11.545454545454545,12.226930747241331,0.79,3.7,0.001,Very Unlikely,3,-,Prob: 0.79% | p: 0.001 | -,p value: 0.001 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#941212
CVD,Liver,CVD-->Liver,0,F,> 60,78,4,overall,508,24451,48.131889763779526,84.94760147771233,0.32,-7.9,0,Very Likely,1,+,Prob: 0.32% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,F,> 60,78,4,from,23,4389,190.82608695652175,192.03163853289504,1.78,2.8,0.01,Very Unlikely,3,-,Prob: 1.78% | p: 0.010 | -,p value: 0.010 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.01,100,#941212
CVD,Liver,CVD-->Liver,0,F,40 to 60,46,3,overall,424,7467,17.610849056603772,24.472534423744737,0.62,-23.9,0,Very Likely,1,+,Prob: 0.62% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,F,40 to 60,46,3,from,24,1037,43.208333333333336,44.847547717036704,4.44,-0.3,0.763,Neutral,2,o,Prob: 4.44% | p: 0.763 | o,p value: 0.763 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.763,1.310615989515072,#BFBA1B
CVD,Liver,CVD-->Liver,0,F,All Age,126,1,overall,546,34920,63.956043956043956,105.21942947740376,0.36,-13.8,0,Very Likely,1,+,Prob: 0.36% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,F,All Age,126,1,from,24,5680,236.66666666666666,237.57409218044444,2.22,2.3,0.032,Very Unlikely,3,-,Prob: 2.22% | p: 0.032 | -,p value: 0.032 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.032,31.25,#941212
CVD,Liver,CVD-->Liver,0,M,< 40,13,2,overall,262,1679,6.408396946564886,9.638941915573069,0.77,-11.1,0,Very Likely,1,+,Prob: 0.77% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,M,< 40,13,2,from,20,193,9.65,11.726151609925031,6.74,-1.3,0.217,Neutral,2,o,Prob: 6.74% | p: 0.217 | o,p value: 0.217 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.217,4.6082949308755765,#BFBA1B
CVD,Liver,CVD-->Liver,0,M,> 60,83,4,overall,493,25457,51.6369168356998,96.7984034517098,0.33,-7.2,0,Very Likely,1,+,Prob: 0.33% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,M,> 60,83,4,from,24,4958,206.58333333333334,219.44790739027567,1.67,2.8,0.011,Very Unlikely,3,-,Prob: 1.67% | p: 0.011 | -,p value: 0.011 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.011,90.90909090909092,#941212
CVD,Liver,CVD-->Liver,0,M,40 to 60,77,3,overall,424,7246,17.089622641509433,32.90305964703321,1.06,-37.5,0,Very Likely,1,+,Prob: 1.06% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,M,40 to 60,77,3,from,23,1542,67.04347826086956,79.84614652332638,4.99,-0.6,0.556,Neutral,2,o,Prob: 4.99% | p: 0.556 | o,p value: 0.556 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.556,1.7985611510791366,#BFBA1B
CVD,Liver,CVD-->Liver,0,M,All Age,173,1,overall,539,34382,63.788497217068645,122.98907293230812,0.5,-20.6,0,Very Likely,1,+,Prob: 0.50% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.001,1000,#255C11
CVD,Liver,CVD-->Liver,0,M,All Age,173,1,from,24,6693,278.875,295.89559153011476,2.58,1.8,0.093,Neutral,2,o,Prob: 2.58% | p: 0.093 | o,p value: 0.093 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/Liver.jpg,0.093,10.75268817204301,#BFBA1B
CVD,MHC,CVD-->MHC,1,All Sex,< 40,42,2,overall,383,4681,12.221932114882506,19.439538147229193,0.9,-30,0,Very Likely,1,+,Prob: 0.90% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,All Sex,< 40,42,2,from,23,447,19.434782608695652,21.394192259830536,9.4,-5.1,0,Very Likely,1,+,Prob: 9.40% | p: 0.000 | +,p value: 0.000 Very Likely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,All Sex,> 60,321,4,overall,547,49908,91.23948811700183,169.02142194170352,0.64,-31.8,0,Very Likely,1,+,Prob: 0.64% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,All Sex,> 60,321,4,from,24,9347,389.4583333333333,400.1596397924715,3.43,0.8,0.411,Neutral,2,o,Prob: 3.43% | p: 0.411 | o,p value: 0.411 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.411,2.4330900243309004,#BFBA1B
CVD,MHC,CVD-->MHC,1,All Sex,40 to 60,135,3,overall,489,14713,30.0879345603272,52.87491461865575,0.92,-43.9,0,Very Likely,1,+,Prob: 0.92% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,All Sex,40 to 60,135,3,from,24,2579,107.45833333333333,122.10579132605594,5.23,-1.1,0.281,Neutral,2,o,Prob: 5.23% | p: 0.281 | o,p value: 0.281 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.281,3.558718861209964,#BFBA1B
CVD,MHC,CVD-->MHC,1,All Sex,All Age,498,1,overall,577,69302,120.10745233968804,216.3153776332515,0.72,-42,0,Very Likely,1,+,Prob: 0.72% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,All Sex,All Age,498,1,from,24,12373,515.5416666666666,520.2073147912463,4.02,0.2,0.87,Neutral,2,o,Prob: 4.02% | p: 0.870 | o,p value: 0.870 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.87,1.1494252873563218,#BFBA1B
CVD,MHC,CVD-->MHC,1,F,< 40,34,2,overall,335,3002,8.961194029850747,12.76790694169646,1.13,-35.9,0,Very Likely,1,+,Prob: 1.13% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,F,< 40,34,2,from,22,254,11.545454545454545,12.226930747241331,13.39,-8.6,0,Very Likely,1,+,Prob: 13.39% | p: 0.000 | +,p value: 0.000 Very Likely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,F,> 60,219,4,overall,508,24451,48.131889763779526,84.94760147771233,0.9,-45.3,0,Very Likely,1,+,Prob: 0.90% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,F,> 60,219,4,from,23,4389,190.82608695652175,192.03163853289504,4.99,-0.7,0.489,Neutral,2,o,Prob: 4.99% | p: 0.489 | o,p value: 0.489 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.489,2.044989775051125,#BFBA1B
CVD,MHC,CVD-->MHC,1,F,40 to 60,67,3,overall,424,7467,17.610849056603772,24.472534423744737,0.9,-41.6,0,Very Likely,1,+,Prob: 0.90% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,F,40 to 60,67,3,from,24,1037,43.208333333333336,44.847547717036704,6.46,-2.6,0.016,Very Likely,1,+,Prob: 6.46% | p: 0.016 | +,p value: 0.016 Very Likely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.016,62.5,#255C11
CVD,MHC,CVD-->MHC,1,F,All Age,320,1,overall,546,34920,63.956043956043956,105.21942947740376,0.92,-56.9,0,Very Likely,1,+,Prob: 0.92% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,F,All Age,320,1,from,24,5680,236.66666666666666,237.57409218044444,5.63,-1.7,0.099,Neutral,2,o,Prob: 5.63% | p: 0.099 | o,p value: 0.099 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.099,10.1010101010101,#BFBA1B
CVD,MHC,CVD-->MHC,1,M,< 40,8,2,overall,262,1679,6.408396946564886,9.638941915573069,0.48,-2.7,0.008,Very Likely,1,+,Prob: 0.48% | p: 0.008 | +,p value: 0.008 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.008,125,#255C11
CVD,MHC,CVD-->MHC,1,M,< 40,8,2,from,20,193,9.65,11.726151609925031,4.15,0.6,0.537,Neutral,2,o,Prob: 4.15% | p: 0.537 | o,p value: 0.537 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.537,1.8621973929236497,#BFBA1B
CVD,MHC,CVD-->MHC,1,M,> 60,102,4,overall,493,25457,51.6369168356998,96.7984034517098,0.4,-11.6,0,Very Likely,1,+,Prob: 0.40% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,M,> 60,102,4,from,24,4958,206.58333333333334,219.44790739027567,2.06,2.3,0.029,Very Unlikely,3,-,Prob: 2.06% | p: 0.029 | -,p value: 0.029 Very Unlikely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.029,34.48275862068965,#941212
CVD,MHC,CVD-->MHC,1,M,40 to 60,68,3,overall,424,7246,17.089622641509433,32.90305964703321,0.94,-31.9,0,Very Likely,1,+,Prob: 0.94% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,M,40 to 60,68,3,from,23,1542,67.04347826086956,79.84614652332638,4.41,-0.1,0.955,Neutral,2,o,Prob: 4.41% | p: 0.955 | o,p value: 0.955 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.955,1.0471204188481675,#BFBA1B
CVD,MHC,CVD-->MHC,1,M,All Age,178,1,overall,539,34382,63.788497217068645,122.98907293230812,0.52,-21.6,0,Very Likely,1,+,Prob: 0.52% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.001,1000,#255C11
CVD,MHC,CVD-->MHC,1,M,All Age,178,1,from,24,6693,278.875,295.89559153011476,2.66,1.7,0.108,Neutral,2,o,Prob: 2.66% | p: 0.108 | o,p value: 0.108 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/MHC.jpg,0.108,9.25925925925926,#BFBA1B
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,< 40,44,2,overall,383,4681,12.221932114882506,19.439538147229193,0.94,-32,0,Very Likely,1,+,Prob: 0.94% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/NeuroOther.jpg,0.001,1000,#255C11
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,< 40,44,2,from,23,447,19.434782608695652,21.394192259830536,9.84,-5.5,0,Very Likely,1,+,Prob: 9.84% | p: 0.000 | +,p value: 0.000 Very Likely,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/NeuroOther.jpg,0.001,1000,#255C11
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,> 60,429,4,overall,547,49908,91.23948811700183,169.02142194170352,0.86,-46.7,0,Very Likely,1,+,Prob: 0.86% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/NeuroOther.jpg,0.001,1000,#255C11
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,> 60,429,4,from,24,9347,389.4583333333333,400.1596397924715,4.59,-0.5,0.633,Neutral,2,o,Prob: 4.59% | p: 0.633 | o,p value: 0.633 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/NeuroOther.jpg,0.633,1.5797788309636651,#BFBA1B
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,40 to 60,107,3,overall,489,14713,30.0879345603272,52.87491461865575,0.73,-32.2,0,Very Likely,1,+,Prob: 0.73% | p: 0.000 | +,p value: 0.000 Very Likely,1,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/NeuroOther.jpg,0.001,1000,#255C11
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,40 to 60,107,3,from,24,2579,107.45833333333333,122.10579132605594,4.15,0,0.985,Neutral,2,o,Prob: 4.15% | p: 0.985 | o,p value: 0.985 Neutral,2,https://www.aiinsights.solutions.iqvia.com/images/disease/CVD.jpg,https://www.aiinsights.solutions.iqvia.com/images/disease/NeuroOther.jpg,0.985,1.015228426395939,#BFBA1B
