cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,develop_year,instance
CVD,D,CVD-->D,1,M,> 60,Within 2 years,670
CVD,D,CVD-->D,1,M,> 60,Within 5 years,698
CVD,D,CVD-->D,1,M,> 60,Within 10 years,727
CVD,D,CVD-->D,1,M,> 60,All Years,776
CVD,D,CVD-->D,1,M,40 to 60,Within 2 years,245
CVD,D,CVD-->D,1,M,40 to 60,Within 5 years,269
CVD,D,CVD-->D,1,M,40 to 60,Within 10 years,290
CVD,D,CVD-->D,1,M,40 to 60,All Years,357
CVD,D,CVD-->D,1,M,All Age,Within 2 years,921
CVD,D,CVD-->D,1,M,All Age,Within 5 years,973
CVD,D,CVD-->D,1,M,All Age,Within 10 years,1024
CVD,D,CVD-->D,1,M,All Age,All Years,1141
CVD,Drugs,CVD-->Drugs,0,All Sex,< 40,Within 2 years,1
CVD,Drugs,CVD-->Drugs,0,All Sex,< 40,Within 5 years,2
CVD,Drugs,CVD-->Drugs,0,All Sex,< 40,Within 10 years,2
CVD,Drugs,CVD-->Drugs,0,All Sex,< 40,All Years,2
CVD,Drugs,CVD-->Drugs,0,All Sex,> 60,Within 2 years,1
CVD,Drugs,CVD-->Drugs,0,All Sex,> 60,Within 5 years,4
CVD,Drugs,CVD-->Drugs,0,All Sex,> 60,Within 10 years,4
CVD,Drugs,CVD-->Drugs,0,All Sex,> 60,All Years,5
CVD,Drugs,CVD-->Drugs,0,All Sex,40 to 60,Within 2 years,18
CVD,Drugs,CVD-->Drugs,0,All Sex,40 to 60,Within 5 years,18
CVD,Drugs,CVD-->Drugs,0,All Sex,40 to 60,Within 10 years,18
CVD,Drugs,CVD-->Drugs,0,All Sex,40 to 60,All Years,18
CVD,Drugs,CVD-->Drugs,0,All Sex,All Age,Within 2 years,20
CVD,Drugs,CVD-->Drugs,0,All Sex,All Age,Within 5 years,24
CVD,Drugs,CVD-->Drugs,0,All Sex,All Age,Within 10 years,24
CVD,Drugs,CVD-->Drugs,0,All Sex,All Age,All Years,25
CVD,Drugs,CVD-->Drugs,0,F,< 40,Within 2 years,1
CVD,Drugs,CVD-->Drugs,0,F,< 40,Within 5 years,2
CVD,Drugs,CVD-->Drugs,0,F,< 40,Within 10 years,2
CVD,Drugs,CVD-->Drugs,0,F,< 40,All Years,2
CVD,Drugs,CVD-->Drugs,0,F,> 60,Within 2 years,1
CVD,Drugs,CVD-->Drugs,0,F,> 60,Within 5 years,2
CVD,Drugs,CVD-->Drugs,0,F,> 60,Within 10 years,2
CVD,Drugs,CVD-->Drugs,0,F,> 60,All Years,3
CVD,Drugs,CVD-->Drugs,0,F,40 to 60,Within 2 years,4
CVD,Drugs,CVD-->Drugs,0,F,40 to 60,Within 5 years,4
CVD,Drugs,CVD-->Drugs,0,F,40 to 60,Within 10 years,4
CVD,Drugs,CVD-->Drugs,0,F,40 to 60,All Years,4
CVD,Drugs,CVD-->Drugs,0,F,All Age,Within 2 years,6
CVD,Drugs,CVD-->Drugs,0,F,All Age,Within 5 years,8
CVD,Drugs,CVD-->Drugs,0,F,All Age,Within 10 years,8
CVD,Drugs,CVD-->Drugs,0,F,All Age,All Years,9
CVD,Drugs,CVD-->Drugs,0,M,> 60,Within 5 years,2
CVD,Drugs,CVD-->Drugs,0,M,> 60,Within 10 years,2
CVD,Drugs,CVD-->Drugs,0,M,> 60,All Years,2
CVD,Drugs,CVD-->Drugs,0,M,40 to 60,Within 2 years,14
CVD,Drugs,CVD-->Drugs,0,M,40 to 60,Within 5 years,14
CVD,Drugs,CVD-->Drugs,0,M,40 to 60,Within 10 years,14
CVD,Drugs,CVD-->Drugs,0,M,40 to 60,All Years,14
CVD,Drugs,CVD-->Drugs,0,M,All Age,Within 2 years,14
CVD,Drugs,CVD-->Drugs,0,M,All Age,Within 5 years,16
CVD,Drugs,CVD-->Drugs,0,M,All Age,Within 10 years,16
CVD,Drugs,CVD-->Drugs,0,M,All Age,All Years,16
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,< 40,Within 2 years,85
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,< 40,Within 5 years,91
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,< 40,Within 10 years,93
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,< 40,All Years,97
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,> 60,Within 2 years,1348
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,> 60,Within 5 years,1427
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,> 60,Within 10 years,1470
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,> 60,All Years,1555
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,40 to 60,Within 2 years,287
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,40 to 60,Within 5 years,300
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,40 to 60,Within 10 years,307
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,40 to 60,All Years,346
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,All Age,Within 2 years,1720
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,All Age,Within 5 years,1818
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,All Age,Within 10 years,1870
CVD,FluidsLytes,CVD-->FluidsLytes,0,All Sex,All Age,All Years,1998
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,< 40,Within 2 years,36
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,< 40,Within 5 years,41
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,< 40,Within 10 years,42
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,< 40,All Years,46
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,> 60,Within 2 years,739
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,> 60,Within 5 years,787
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,> 60,Within 10 years,809
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,> 60,All Years,849
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,40 to 60,Within 2 years,131
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,40 to 60,Within 5 years,137
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,40 to 60,Within 10 years,141
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,40 to 60,All Years,150
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,All Age,Within 2 years,906
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,All Age,Within 5 years,965
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,All Age,Within 10 years,992
CVD,FluidsLytes,CVD-->FluidsLytes,0,F,All Age,All Years,1045
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,< 40,Within 2 years,49
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,< 40,Within 5 years,50
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,< 40,Within 10 years,51
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,< 40,All Years,51
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,> 60,Within 2 years,609
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,> 60,Within 5 years,640
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,> 60,Within 10 years,661
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,> 60,All Years,706
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,40 to 60,Within 2 years,156
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,40 to 60,Within 5 years,163
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,40 to 60,Within 10 years,166
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,40 to 60,All Years,196
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,All Age,Within 2 years,814
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,All Age,Within 5 years,853
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,All Age,Within 10 years,878
CVD,FluidsLytes,CVD-->FluidsLytes,0,M,All Age,All Years,953
CVD,G,CVD-->G,1,All Sex,< 40,Within 2 years,9
CVD,G,CVD-->G,1,All Sex,< 40,Within 5 years,9
CVD,G,CVD-->G,1,All Sex,< 40,Within 10 years,9
CVD,G,CVD-->G,1,All Sex,< 40,All Years,9
CVD,G,CVD-->G,1,All Sex,> 60,Within 2 years,74
CVD,G,CVD-->G,1,All Sex,> 60,Within 5 years,77
CVD,G,CVD-->G,1,All Sex,> 60,Within 10 years,81
CVD,G,CVD-->G,1,All Sex,> 60,All Years,85
CVD,G,CVD-->G,1,All Sex,40 to 60,Within 2 years,16
CVD,G,CVD-->G,1,All Sex,40 to 60,Within 5 years,17
CVD,G,CVD-->G,1,All Sex,40 to 60,Within 10 years,19
CVD,G,CVD-->G,1,All Sex,40 to 60,All Years,36
CVD,G,CVD-->G,1,All Sex,All Age,Within 2 years,99
CVD,G,CVD-->G,1,All Sex,All Age,Within 5 years,103
CVD,G,CVD-->G,1,All Sex,All Age,Within 10 years,109
CVD,G,CVD-->G,1,All Sex,All Age,All Years,130
CVD,G,CVD-->G,1,F,> 60,Within 2 years,12
CVD,G,CVD-->G,1,F,> 60,Within 5 years,12
CVD,G,CVD-->G,1,F,> 60,Within 10 years,12
CVD,G,CVD-->G,1,F,> 60,All Years,13
CVD,G,CVD-->G,1,F,40 to 60,Within 2 years,1
CVD,G,CVD-->G,1,F,40 to 60,Within 5 years,1
CVD,G,CVD-->G,1,F,40 to 60,Within 10 years,1
CVD,G,CVD-->G,1,F,40 to 60,All Years,4
CVD,G,CVD-->G,1,F,All Age,Within 2 years,13
CVD,G,CVD-->G,1,F,All Age,Within 5 years,13
CVD,G,CVD-->G,1,F,All Age,Within 10 years,13
CVD,G,CVD-->G,1,F,All Age,All Years,17
CVD,G,CVD-->G,1,M,< 40,Within 2 years,9
CVD,G,CVD-->G,1,M,< 40,Within 5 years,9
CVD,G,CVD-->G,1,M,< 40,Within 10 years,9
CVD,G,CVD-->G,1,M,< 40,All Years,9
CVD,G,CVD-->G,1,M,> 60,Within 2 years,62
CVD,G,CVD-->G,1,M,> 60,Within 5 years,65
CVD,G,CVD-->G,1,M,> 60,Within 10 years,69
CVD,G,CVD-->G,1,M,> 60,All Years,72
CVD,G,CVD-->G,1,M,40 to 60,Within 2 years,15
CVD,G,CVD-->G,1,M,40 to 60,Within 5 years,16
CVD,G,CVD-->G,1,M,40 to 60,Within 10 years,18
CVD,G,CVD-->G,1,M,40 to 60,All Years,32
CVD,G,CVD-->G,1,M,All Age,Within 2 years,86
CVD,G,CVD-->G,1,M,All Age,Within 5 years,90
CVD,G,CVD-->G,1,M,All Age,Within 10 years,96
CVD,G,CVD-->G,1,M,All Age,All Years,113
CVD,HIV,CVD-->HIV,0,All Sex,> 60,Within 2 years,1
CVD,HIV,CVD-->HIV,0,All Sex,> 60,Within 5 years,1
CVD,HIV,CVD-->HIV,0,All Sex,> 60,Within 10 years,1
CVD,HIV,CVD-->HIV,0,All Sex,> 60,All Years,1
CVD,HIV,CVD-->HIV,0,All Sex,40 to 60,Within 2 years,4
CVD,HIV,CVD-->HIV,0,All Sex,40 to 60,Within 5 years,4
CVD,HIV,CVD-->HIV,0,All Sex,40 to 60,Within 10 years,4
CVD,HIV,CVD-->HIV,0,All Sex,40 to 60,All Years,4
CVD,HIV,CVD-->HIV,0,All Sex,All Age,Within 2 years,5
CVD,HIV,CVD-->HIV,0,All Sex,All Age,Within 5 years,5
CVD,HIV,CVD-->HIV,0,All Sex,All Age,Within 10 years,5
CVD,HIV,CVD-->HIV,0,All Sex,All Age,All Years,5
CVD,HIV,CVD-->HIV,0,F,40 to 60,Within 2 years,4
CVD,HIV,CVD-->HIV,0,F,40 to 60,Within 5 years,4
CVD,HIV,CVD-->HIV,0,F,40 to 60,Within 10 years,4
CVD,HIV,CVD-->HIV,0,F,40 to 60,All Years,4
CVD,HIV,CVD-->HIV,0,F,All Age,Within 2 years,4
CVD,HIV,CVD-->HIV,0,F,All Age,Within 5 years,4
CVD,HIV,CVD-->HIV,0,F,All Age,Within 10 years,4
CVD,HIV,CVD-->HIV,0,F,All Age,All Years,4
CVD,HIV,CVD-->HIV,0,M,> 60,Within 2 years,1
CVD,HIV,CVD-->HIV,0,M,> 60,Within 5 years,1
CVD,HIV,CVD-->HIV,0,M,> 60,Within 10 years,1
CVD,HIV,CVD-->HIV,0,M,> 60,All Years,1
CVD,HIV,CVD-->HIV,0,M,All Age,Within 2 years,1
CVD,HIV,CVD-->HIV,0,M,All Age,Within 5 years,1
CVD,HIV,CVD-->HIV,0,M,All Age,Within 10 years,1
CVD,HIV,CVD-->HIV,0,M,All Age,All Years,1
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,< 40,Within 2 years,3
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,< 40,Within 5 years,3
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,< 40,Within 10 years,4
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,< 40,All Years,4
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,> 60,Within 2 years,104
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,> 60,Within 5 years,116
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,> 60,Within 10 years,117
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,> 60,All Years,119
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,40 to 60,Within 2 years,12
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,40 to 60,Within 5 years,12
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,40 to 60,Within 10 years,12
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,40 to 60,All Years,12
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,All Age,Within 2 years,119
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,All Age,Within 5 years,131
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,All Age,Within 10 years,133
CVD,Hypothyroid,CVD-->Hypothyroid,0,All Sex,All Age,All Years,135
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,< 40,Within 2 years,3
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,< 40,Within 5 years,3
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,< 40,Within 10 years,4
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,< 40,All Years,4
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,> 60,Within 2 years,68
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,> 60,Within 5 years,79
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,> 60,Within 10 years,80
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,> 60,All Years,80
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,40 to 60,Within 2 years,8
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,40 to 60,Within 5 years,8
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,40 to 60,Within 10 years,8
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,40 to 60,All Years,8
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,All Age,Within 2 years,79
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,All Age,Within 5 years,90
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,All Age,Within 10 years,92
CVD,Hypothyroid,CVD-->Hypothyroid,0,F,All Age,All Years,92
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,> 60,Within 2 years,36
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,> 60,Within 5 years,37
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,> 60,Within 10 years,37
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,> 60,All Years,39
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,40 to 60,Within 2 years,4
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,40 to 60,Within 5 years,4
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,40 to 60,Within 10 years,4
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,40 to 60,All Years,4
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,All Age,Within 2 years,40
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,All Age,Within 5 years,41
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,All Age,Within 10 years,41
CVD,Hypothyroid,CVD-->Hypothyroid,0,M,All Age,All Years,43
CVD,Liver,CVD-->Liver,0,All Sex,< 40,Within 2 years,13
CVD,Liver,CVD-->Liver,0,All Sex,< 40,Within 5 years,13
CVD,Liver,CVD-->Liver,0,All Sex,< 40,Within 10 years,13
CVD,Liver,CVD-->Liver,0,All Sex,< 40,All Years,15
CVD,Liver,CVD-->Liver,0,All Sex,> 60,Within 2 years,141
CVD,Liver,CVD-->Liver,0,All Sex,> 60,Within 5 years,152
CVD,Liver,CVD-->Liver,0,All Sex,> 60,Within 10 years,158
CVD,Liver,CVD-->Liver,0,All Sex,> 60,All Years,161
CVD,Liver,CVD-->Liver,0,All Sex,40 to 60,Within 2 years,115
CVD,Liver,CVD-->Liver,0,All Sex,40 to 60,Within 5 years,118
CVD,Liver,CVD-->Liver,0,All Sex,40 to 60,Within 10 years,118
CVD,Liver,CVD-->Liver,0,All Sex,40 to 60,All Years,123
CVD,Liver,CVD-->Liver,0,All Sex,All Age,Within 2 years,269
CVD,Liver,CVD-->Liver,0,All Sex,All Age,Within 5 years,283
CVD,Liver,CVD-->Liver,0,All Sex,All Age,Within 10 years,289
CVD,Liver,CVD-->Liver,0,All Sex,All Age,All Years,299
CVD,Liver,CVD-->Liver,0,F,< 40,Within 2 years,1
CVD,Liver,CVD-->Liver,0,F,< 40,Within 5 years,1
CVD,Liver,CVD-->Liver,0,F,< 40,Within 10 years,1
CVD,Liver,CVD-->Liver,0,F,< 40,All Years,2
CVD,Liver,CVD-->Liver,0,F,> 60,Within 2 years,68
CVD,Liver,CVD-->Liver,0,F,> 60,Within 5 years,77
CVD,Liver,CVD-->Liver,0,F,> 60,Within 10 years,77
CVD,Liver,CVD-->Liver,0,F,> 60,All Years,78
CVD,Liver,CVD-->Liver,0,F,40 to 60,Within 2 years,44
CVD,Liver,CVD-->Liver,0,F,40 to 60,Within 5 years,45
CVD,Liver,CVD-->Liver,0,F,40 to 60,Within 10 years,45
CVD,Liver,CVD-->Liver,0,F,40 to 60,All Years,46
CVD,Liver,CVD-->Liver,0,F,All Age,Within 2 years,113
CVD,Liver,CVD-->Liver,0,F,All Age,Within 5 years,123
CVD,Liver,CVD-->Liver,0,F,All Age,Within 10 years,123
CVD,Liver,CVD-->Liver,0,F,All Age,All Years,126
CVD,Liver,CVD-->Liver,0,M,< 40,Within 2 years,12
CVD,Liver,CVD-->Liver,0,M,< 40,Within 5 years,12
CVD,Liver,CVD-->Liver,0,M,< 40,Within 10 years,12
CVD,Liver,CVD-->Liver,0,M,< 40,All Years,13
CVD,Liver,CVD-->Liver,0,M,> 60,Within 2 years,73
CVD,Liver,CVD-->Liver,0,M,> 60,Within 5 years,75
CVD,Liver,CVD-->Liver,0,M,> 60,Within 10 years,81
CVD,Liver,CVD-->Liver,0,M,> 60,All Years,83
CVD,Liver,CVD-->Liver,0,M,40 to 60,Within 2 years,71
CVD,Liver,CVD-->Liver,0,M,40 to 60,Within 5 years,73
CVD,Liver,CVD-->Liver,0,M,40 to 60,Within 10 years,73
CVD,Liver,CVD-->Liver,0,M,40 to 60,All Years,77
CVD,Liver,CVD-->Liver,0,M,All Age,Within 2 years,156
CVD,Liver,CVD-->Liver,0,M,All Age,Within 5 years,160
CVD,Liver,CVD-->Liver,0,M,All Age,Within 10 years,166
CVD,Liver,CVD-->Liver,0,M,All Age,All Years,173
CVD,MHC,CVD-->MHC,1,All Sex,< 40,Within 2 years,33
CVD,MHC,CVD-->MHC,1,All Sex,< 40,Within 5 years,37
CVD,MHC,CVD-->MHC,1,All Sex,< 40,Within 10 years,37
CVD,MHC,CVD-->MHC,1,All Sex,< 40,All Years,42
CVD,MHC,CVD-->MHC,1,All Sex,> 60,Within 2 years,280
CVD,MHC,CVD-->MHC,1,All Sex,> 60,Within 5 years,308
CVD,MHC,CVD-->MHC,1,All Sex,> 60,Within 10 years,312
CVD,MHC,CVD-->MHC,1,All Sex,> 60,All Years,321
CVD,MHC,CVD-->MHC,1,All Sex,40 to 60,Within 2 years,120
CVD,MHC,CVD-->MHC,1,All Sex,40 to 60,Within 5 years,126
CVD,MHC,CVD-->MHC,1,All Sex,40 to 60,Within 10 years,128
CVD,MHC,CVD-->MHC,1,All Sex,40 to 60,All Years,135
CVD,MHC,CVD-->MHC,1,All Sex,All Age,Within 2 years,433
CVD,MHC,CVD-->MHC,1,All Sex,All Age,Within 5 years,471
CVD,MHC,CVD-->MHC,1,All Sex,All Age,Within 10 years,477
CVD,MHC,CVD-->MHC,1,All Sex,All Age,All Years,498
CVD,MHC,CVD-->MHC,1,F,< 40,Within 2 years,26
CVD,MHC,CVD-->MHC,1,F,< 40,Within 5 years,29
CVD,MHC,CVD-->MHC,1,F,< 40,Within 10 years,29
CVD,MHC,CVD-->MHC,1,F,< 40,All Years,34
CVD,MHC,CVD-->MHC,1,F,> 60,Within 2 years,193
CVD,MHC,CVD-->MHC,1,F,> 60,Within 5 years,211
CVD,MHC,CVD-->MHC,1,F,> 60,Within 10 years,212
CVD,MHC,CVD-->MHC,1,F,> 60,All Years,219
CVD,MHC,CVD-->MHC,1,F,40 to 60,Within 2 years,60
CVD,MHC,CVD-->MHC,1,F,40 to 60,Within 5 years,64
CVD,MHC,CVD-->MHC,1,F,40 to 60,Within 10 years,64
CVD,MHC,CVD-->MHC,1,F,40 to 60,All Years,67
CVD,MHC,CVD-->MHC,1,F,All Age,Within 2 years,279
CVD,MHC,CVD-->MHC,1,F,All Age,Within 5 years,304
CVD,MHC,CVD-->MHC,1,F,All Age,Within 10 years,305
CVD,MHC,CVD-->MHC,1,F,All Age,All Years,320
CVD,MHC,CVD-->MHC,1,M,< 40,Within 2 years,7
CVD,MHC,CVD-->MHC,1,M,< 40,Within 5 years,8
CVD,MHC,CVD-->MHC,1,M,< 40,Within 10 years,8
CVD,MHC,CVD-->MHC,1,M,< 40,All Years,8
CVD,MHC,CVD-->MHC,1,M,> 60,Within 2 years,87
CVD,MHC,CVD-->MHC,1,M,> 60,Within 5 years,97
CVD,MHC,CVD-->MHC,1,M,> 60,Within 10 years,100
CVD,MHC,CVD-->MHC,1,M,> 60,All Years,102
CVD,MHC,CVD-->MHC,1,M,40 to 60,Within 2 years,60
CVD,MHC,CVD-->MHC,1,M,40 to 60,Within 5 years,62
CVD,MHC,CVD-->MHC,1,M,40 to 60,Within 10 years,64
CVD,MHC,CVD-->MHC,1,M,40 to 60,All Years,68
CVD,MHC,CVD-->MHC,1,M,All Age,Within 2 years,154
CVD,MHC,CVD-->MHC,1,M,All Age,Within 5 years,167
CVD,MHC,CVD-->MHC,1,M,All Age,Within 10 years,172
CVD,MHC,CVD-->MHC,1,M,All Age,All Years,178
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,< 40,Within 2 years,38
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,< 40,Within 5 years,40
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,< 40,Within 10 years,41
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,< 40,All Years,44
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,> 60,Within 2 years,360
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,> 60,Within 5 years,388
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,> 60,Within 10 years,403
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,> 60,All Years,429
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,40 to 60,Within 2 years,96
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,40 to 60,Within 5 years,100
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,40 to 60,Within 10 years,102
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,40 to 60,All Years,107
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,All Age,Within 2 years,494
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,All Age,Within 5 years,528
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,All Age,Within 10 years,546
CVD,NeuroOther,CVD-->NeuroOther,0,All Sex,All Age,All Years,580
CVD,NeuroOther,CVD-->NeuroOther,0,F,< 40,Within 2 years,14
CVD,NeuroOther,CVD-->NeuroOther,0,F,< 40,Within 5 years,16
CVD,NeuroOther,CVD-->NeuroOther,0,F,< 40,Within 10 years,17
CVD,NeuroOther,CVD-->NeuroOther,0,F,< 40,All Years,20
CVD,NeuroOther,CVD-->NeuroOther,0,F,> 60,Within 2 years,167
CVD,NeuroOther,CVD-->NeuroOther,0,F,> 60,Within 5 years,178
CVD,NeuroOther,CVD-->NeuroOther,0,F,> 60,Within 10 years,184
CVD,NeuroOther,CVD-->NeuroOther,0,F,> 60,All Years,192
CVD,NeuroOther,CVD-->NeuroOther,0,F,40 to 60,Within 2 years,43
CVD,NeuroOther,CVD-->NeuroOther,0,F,40 to 60,Within 5 years,44
CVD,NeuroOther,CVD-->NeuroOther,0,F,40 to 60,Within 10 years,44
CVD,NeuroOther,CVD-->NeuroOther,0,F,40 to 60,All Years,44
CVD,NeuroOther,CVD-->NeuroOther,0,F,All Age,Within 2 years,224
CVD,NeuroOther,CVD-->NeuroOther,0,F,All Age,Within 5 years,238
CVD,NeuroOther,CVD-->NeuroOther,0,F,All Age,Within 10 years,245
CVD,NeuroOther,CVD-->NeuroOther,0,F,All Age,All Years,256
CVD,NeuroOther,CVD-->NeuroOther,0,M,< 40,Within 2 years,24
CVD,NeuroOther,CVD-->NeuroOther,0,M,< 40,Within 5 years,24
CVD,NeuroOther,CVD-->NeuroOther,0,M,< 40,Within 10 years,24
CVD,NeuroOther,CVD-->NeuroOther,0,M,< 40,All Years,24
CVD,NeuroOther,CVD-->NeuroOther,0,M,> 60,Within 2 years,193
CVD,NeuroOther,CVD-->NeuroOther,0,M,> 60,Within 5 years,210
CVD,NeuroOther,CVD-->NeuroOther,0,M,> 60,Within 10 years,219
CVD,NeuroOther,CVD-->NeuroOther,0,M,> 60,All Years,237
CVD,NeuroOther,CVD-->NeuroOther,0,M,40 to 60,Within 2 years,53
CVD,NeuroOther,CVD-->NeuroOther,0,M,40 to 60,Within 5 years,56
CVD,NeuroOther,CVD-->NeuroOther,0,M,40 to 60,Within 10 years,58
CVD,NeuroOther,CVD-->NeuroOther,0,M,40 to 60,All Years,63
CVD,NeuroOther,CVD-->NeuroOther,0,M,All Age,Within 2 years,270
CVD,NeuroOther,CVD-->NeuroOther,0,M,All Age,Within 5 years,290
CVD,NeuroOther,CVD-->NeuroOther,0,M,All Age,Within 10 years,301
CVD,NeuroOther,CVD-->NeuroOther,0,M,All Age,All Years,324
CVD,Obesity,CVD-->Obesity,0,All Sex,< 40,Within 2 years,36
CVD,Obesity,CVD-->Obesity,0,All Sex,< 40,Within 5 years,39
CVD,Obesity,CVD-->Obesity,0,All Sex,< 40,Within 10 years,41
CVD,Obesity,CVD-->Obesity,0,All Sex,< 40,All Years,43
CVD,Obesity,CVD-->Obesity,0,All Sex,> 60,Within 2 years,228
CVD,Obesity,CVD-->Obesity,0,All Sex,> 60,Within 5 years,233
CVD,Obesity,CVD-->Obesity,0,All Sex,> 60,Within 10 years,235
CVD,Obesity,CVD-->Obesity,0,All Sex,> 60,All Years,238
CVD,Obesity,CVD-->Obesity,0,All Sex,40 to 60,Within 2 years,208
CVD,Obesity,CVD-->Obesity,0,All Sex,40 to 60,Within 5 years,215
CVD,Obesity,CVD-->Obesity,0,All Sex,40 to 60,Within 10 years,225
