cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,instance,age_group_sort
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,All Sex,40 to 60,92,3
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,All Sex,All Age,388,1
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,F,< 40,9,2
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,F,> 60,100,4
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,F,40 to 60,48,3
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,F,All Age,157,1
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,M,< 40,23,2
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,M,> 60,164,4
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,M,40 to 60,44,3
FluidsLytes,Coagulopathy,FluidsLytes-->Coagulopathy,0,M,All Age,231,1
FluidsLytes,COPD,FluidsLytes-->COPD,0,All Sex,< 40,2,2
FluidsLytes,COPD,FluidsLytes-->COPD,0,All Sex,> 60,255,4
FluidsLytes,COPD,FluidsLytes-->COPD,0,All Sex,40 to 60,12,3
FluidsLytes,COPD,FluidsLytes-->COPD,0,All Sex,All Age,269,1
FluidsLytes,COPD,FluidsLytes-->COPD,0,F,> 60,115,4
FluidsLytes,COPD,FluidsLytes-->COPD,0,F,40 to 60,9,3
FluidsLytes,COPD,FluidsLytes-->COPD,0,F,All Age,124,1
FluidsLytes,COPD,FluidsLytes-->COPD,0,M,< 40,2,2
FluidsLytes,COPD,FluidsLytes-->COPD,0,M,> 60,140,4
FluidsLytes,COPD,FluidsLytes-->COPD,0,M,40 to 60,3,3
FluidsLytes,COPD,FluidsLytes-->COPD,0,M,All Age,145,1
FluidsLytes,CVD,FluidsLytes-->CVD,0,All Sex,< 40,80,2
FluidsLytes,CVD,FluidsLytes-->CVD,0,All Sex,> 60,1189,4
FluidsLytes,CVD,FluidsLytes-->CVD,0,All Sex,40 to 60,213,3
FluidsLytes,CVD,FluidsLytes-->CVD,0,All Sex,All Age,1482,1
FluidsLytes,CVD,FluidsLytes-->CVD,0,F,< 40,26,2
FluidsLytes,CVD,FluidsLytes-->CVD,0,F,> 60,668,4
FluidsLytes,CVD,FluidsLytes-->CVD,0,F,40 to 60,97,3
FluidsLytes,CVD,FluidsLytes-->CVD,0,F,All Age,791,1
FluidsLytes,CVD,FluidsLytes-->CVD,0,M,< 40,54,2
FluidsLytes,CVD,FluidsLytes-->CVD,0,M,> 60,521,4
FluidsLytes,CVD,FluidsLytes-->CVD,0,M,40 to 60,116,3
FluidsLytes,CVD,FluidsLytes-->CVD,0,M,All Age,691,1
FluidsLytes,D,FluidsLytes-->D,0,All Sex,< 40,29,2
FluidsLytes,D,FluidsLytes-->D,0,All Sex,> 60,434,4
FluidsLytes,D,FluidsLytes-->D,0,All Sex,40 to 60,128,3
FluidsLytes,D,FluidsLytes-->D,0,All Sex,All Age,591,1
FluidsLytes,D,FluidsLytes-->D,0,F,< 40,19,2
FluidsLytes,D,FluidsLytes-->D,0,F,> 60,148,4
FluidsLytes,D,FluidsLytes-->D,0,F,40 to 60,39,3
FluidsLytes,D,FluidsLytes-->D,0,F,All Age,206,1
FluidsLytes,D,FluidsLytes-->D,0,M,< 40,10,2
FluidsLytes,D,FluidsLytes-->D,0,M,> 60,286,4
FluidsLytes,D,FluidsLytes-->D,0,M,40 to 60,89,3
FluidsLytes,D,FluidsLytes-->D,0,M,All Age,385,1
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,All Sex,< 40,9,2
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,All Sex,> 60,2,4
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,All Sex,40 to 60,13,3
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,All Sex,All Age,24,1
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,F,< 40,6,2
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,F,> 60,1,4
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,F,40 to 60,13,3
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,F,All Age,20,1
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,M,< 40,3,2
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,M,> 60,1,4
FluidsLytes,Drugs,FluidsLytes-->Drugs,0,M,All Age,4,1
FluidsLytes,G,FluidsLytes-->G,0,All Sex,< 40,6,2
FluidsLytes,G,FluidsLytes-->G,0,All Sex,> 60,101,4
FluidsLytes,G,FluidsLytes-->G,0,All Sex,40 to 60,6,3
FluidsLytes,G,FluidsLytes-->G,0,All Sex,All Age,113,1
FluidsLytes,G,FluidsLytes-->G,0,F,> 60,20,4
FluidsLytes,G,FluidsLytes-->G,0,F,All Age,20,1
FluidsLytes,G,FluidsLytes-->G,0,M,< 40,6,2
FluidsLytes,G,FluidsLytes-->G,0,M,> 60,81,4
FluidsLytes,G,FluidsLytes-->G,0,M,40 to 60,6,3
FluidsLytes,G,FluidsLytes-->G,0,M,All Age,93,1
FluidsLytes,HIV,FluidsLytes-->HIV,0,All Sex,> 60,5,4
FluidsLytes,HIV,FluidsLytes-->HIV,0,All Sex,All Age,5,1
FluidsLytes,HIV,FluidsLytes-->HIV,0,F,> 60,1,4
FluidsLytes,HIV,FluidsLytes-->HIV,0,F,All Age,1,1
FluidsLytes,HIV,FluidsLytes-->HIV,0,M,> 60,4,4
FluidsLytes,HIV,FluidsLytes-->HIV,0,M,All Age,4,1
FluidsLytes,Hypothyroid,FluidsLytes-->Hypothyroid,0,All Sex,< 40,6,2
FluidsLytes,Hypothyroid,FluidsLytes-->Hypothyroid,0,All Sex,> 60,22,4
FluidsLytes,Hypothyroid,FluidsLytes-->Hypothyroid,0,All Sex,40 to 60,25,3
FluidsLytes,Hypothyroid,FluidsLytes-->Hypothyroid,0,All Sex,All Age,53,1
FluidsLytes,Hypothyroid,FluidsLytes-->Hypothyroid,0,F,< 40,6,2
FluidsLytes,Hypothyroid,FluidsLytes-->Hypothyroid,0,F,> 60,22,4
FluidsLytes,Hypothyroid,FluidsLytes-->Hypothyroid,0,F,40 to 60,25,3
FluidsLytes,Hypothyroid,FluidsLytes-->Hypothyroid,0,F,All Age,53,1
FluidsLytes,Liver,FluidsLytes-->Liver,0,All Sex,< 40,24,2
FluidsLytes,Liver,FluidsLytes-->Liver,0,All Sex,> 60,119,4
FluidsLytes,Liver,FluidsLytes-->Liver,0,All Sex,40 to 60,81,3
FluidsLytes,Liver,FluidsLytes-->Liver,0,All Sex,All Age,224,1
FluidsLytes,Liver,FluidsLytes-->Liver,0,F,< 40,8,2
FluidsLytes,Liver,FluidsLytes-->Liver,0,F,> 60,52,4
FluidsLytes,Liver,FluidsLytes-->Liver,0,F,40 to 60,29,3
FluidsLytes,Liver,FluidsLytes-->Liver,0,F,All Age,89,1
FluidsLytes,Liver,FluidsLytes-->Liver,0,M,< 40,16,2
FluidsLytes,Liver,FluidsLytes-->Liver,0,M,> 60,67,4
FluidsLytes,Liver,FluidsLytes-->Liver,0,M,40 to 60,52,3
FluidsLytes,Liver,FluidsLytes-->Liver,0,M,All Age,135,1
FluidsLytes,MHC,FluidsLytes-->MHC,0,All Sex,< 40,39,2
FluidsLytes,MHC,FluidsLytes-->MHC,0,All Sex,> 60,215,4
FluidsLytes,MHC,FluidsLytes-->MHC,0,All Sex,40 to 60,70,3
FluidsLytes,MHC,FluidsLytes-->MHC,0,All Sex,All Age,324,1
FluidsLytes,MHC,FluidsLytes-->MHC,0,F,< 40,27,2
FluidsLytes,MHC,FluidsLytes-->MHC,0,F,> 60,151,4
FluidsLytes,MHC,FluidsLytes-->MHC,0,F,40 to 60,46,3
FluidsLytes,MHC,FluidsLytes-->MHC,0,F,All Age,224,1
FluidsLytes,MHC,FluidsLytes-->MHC,0,M,< 40,12,2
FluidsLytes,MHC,FluidsLytes-->MHC,0,M,> 60,64,4
FluidsLytes,MHC,FluidsLytes-->MHC,0,M,40 to 60,24,3
FluidsLytes,MHC,FluidsLytes-->MHC,0,M,All Age,100,1
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,All Sex,< 40,35,2
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,All Sex,> 60,215,4
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,All Sex,40 to 60,63,3
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,All Sex,All Age,313,1
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,F,< 40,12,2
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,F,> 60,108,4
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,F,40 to 60,37,3
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,F,All Age,157,1
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,M,< 40,23,2
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,M,> 60,107,4
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,M,40 to 60,26,3
FluidsLytes,NeuroOther,FluidsLytes-->NeuroOther,0,M,All Age,156,1
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,All Sex,< 40,17,2
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,All Sex,> 60,35,4
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,All Sex,40 to 60,40,3
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,All Sex,All Age,92,1
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,F,< 40,16,2
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,F,> 60,20,4
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,F,40 to 60,33,3
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,F,All Age,69,1
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,M,< 40,1,2
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,M,> 60,15,4
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,M,40 to 60,7,3
FluidsLytes,Obesity,FluidsLytes-->Obesity,0,M,All Age,23,1
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,All Sex,< 40,1,2
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,All Sex,> 60,120,4
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,All Sex,40 to 60,17,3
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,All Sex,All Age,138,1
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,F,> 60,89,4
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,F,40 to 60,12,3
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,F,All Age,101,1
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,M,< 40,1,2
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,M,> 60,31,4
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,M,40 to 60,5,3
FluidsLytes,Osteo,FluidsLytes-->Osteo,0,M,All Age,37,1
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,All Sex,< 40,10,2
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,All Sex,> 60,129,4
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,All Sex,40 to 60,36,3
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,All Sex,All Age,175,1
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,F,< 40,4,2
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,F,> 60,87,4
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,F,40 to 60,22,3
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,F,All Age,113,1
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,M,< 40,6,2
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,M,> 60,42,4
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,M,40 to 60,14,3
FluidsLytes,Paralysis,FluidsLytes-->Paralysis,0,M,All Age,62,1
FluidsLytes,PUD,FluidsLytes-->PUD,0,All Sex,> 60,19,4
FluidsLytes,PUD,FluidsLytes-->PUD,0,All Sex,40 to 60,7,3
FluidsLytes,PUD,FluidsLytes-->PUD,0,All Sex,All Age,26,1
FluidsLytes,PUD,FluidsLytes-->PUD,0,F,> 60,10,4
FluidsLytes,PUD,FluidsLytes-->PUD,0,F,40 to 60,5,3
FluidsLytes,PUD,FluidsLytes-->PUD,0,F,All Age,15,1
FluidsLytes,PUD,FluidsLytes-->PUD,0,M,> 60,9,4
FluidsLytes,PUD,FluidsLytes-->PUD,0,M,40 to 60,2,3
FluidsLytes,PUD,FluidsLytes-->PUD,0,M,All Age,11,1
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,All Sex,< 40,43,2
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,All Sex,> 60,543,4
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,All Sex,40 to 60,85,3
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,All Sex,All Age,671,1
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,F,< 40,29,2
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,F,> 60,239,4
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,F,40 to 60,52,3
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,F,All Age,320,1
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,M,< 40,14,2
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,M,> 60,304,4
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,M,40 to 60,33,3
FluidsLytes,WeightLoss,FluidsLytes-->WeightLoss,0,M,All Age,351,1
G,Alcohol,G-->Alcohol,0,All Sex,> 60,8,4
G,Alcohol,G-->Alcohol,0,All Sex,40 to 60,2,3
G,Alcohol,G-->Alcohol,0,All Sex,All Age,10,1
G,Alcohol,G-->Alcohol,0,M,> 60,8,4
G,Alcohol,G-->Alcohol,0,M,40 to 60,2,3
G,Alcohol,G-->Alcohol,0,M,All Age,10,1
G,Anemia,G-->Anemia,0,All Sex,> 60,15,4
G,Anemia,G-->Anemia,0,All Sex,40 to 60,1,3
G,Anemia,G-->Anemia,0,All Sex,All Age,16,1
G,Anemia,G-->Anemia,0,F,> 60,2,4
G,Anemia,G-->Anemia,0,F,All Age,2,1
G,Anemia,G-->Anemia,0,M,> 60,13,4
G,Anemia,G-->Anemia,0,M,40 to 60,1,3
G,Anemia,G-->Anemia,0,M,All Age,14,1
G,AR,G-->AR,1,All Sex,> 60,15,4
G,AR,G-->AR,1,All Sex,40 to 60,3,3
G,AR,G-->AR,1,All Sex,All Age,18,1
G,AR,G-->AR,1,F,> 60,1,4
G,AR,G-->AR,1,F,All Age,1,1
G,AR,G-->AR,1,M,> 60,14,4
G,AR,G-->AR,1,M,40 to 60,3,3
G,AR,G-->AR,1,M,All Age,17,1
G,AS,G-->AS,1,All Sex,> 60,7,4
G,AS,G-->AS,1,All Sex,40 to 60,1,3
G,AS,G-->AS,1,All Sex,All Age,8,1
G,AS,G-->AS,1,M,> 60,7,4
G,AS,G-->AS,1,M,40 to 60,1,3
G,AS,G-->AS,1,M,All Age,8,1
G,BloodLoss,G-->BloodLoss,0,All Sex,< 40,1,2
G,BloodLoss,G-->BloodLoss,0,All Sex,> 60,22,4
G,BloodLoss,G-->BloodLoss,0,All Sex,All Age,23,1
G,BloodLoss,G-->BloodLoss,0,F,> 60,2,4
G,BloodLoss,G-->BloodLoss,0,F,All Age,2,1
G,BloodLoss,G-->BloodLoss,0,M,< 40,1,2
G,BloodLoss,G-->BloodLoss,0,M,> 60,20,4
G,BloodLoss,G-->BloodLoss,0,M,All Age,21,1
G,BP,G-->BP,1,All Sex,> 60,11,4
G,BP,G-->BP,1,All Sex,40 to 60,1,3
G,BP,G-->BP,1,All Sex,All Age,12,1
G,BP,G-->BP,1,F,> 60,1,4
G,BP,G-->BP,1,F,All Age,1,1
G,BP,G-->BP,1,M,> 60,10,4
G,BP,G-->BP,1,M,40 to 60,1,3
G,BP,G-->BP,1,M,All Age,11,1
G,C,G-->C,1,All Sex,< 40,2,2
G,C,G-->C,1,All Sex,> 60,47,4
G,C,G-->C,1,All Sex,40 to 60,4,3
G,C,G-->C,1,All Sex,All Age,53,1
G,C,G-->C,1,F,> 60,6,4
G,C,G-->C,1,F,All Age,6,1
G,C,G-->C,1,M,< 40,2,2
G,C,G-->C,1,M,> 60,41,4
G,C,G-->C,1,M,40 to 60,4,3
G,C,G-->C,1,M,All Age,47,1
G,CKD,G-->CKD,1,All Sex,< 40,6,2
G,CKD,G-->CKD,1,All Sex,> 60,45,4
G,CKD,G-->CKD,1,All Sex,40 to 60,6,3
G,CKD,G-->CKD,1,All Sex,All Age,57,1
G,CKD,G-->CKD,1,F,> 60,14,4
G,CKD,G-->CKD,1,F,All Age,14,1
G,CKD,G-->CKD,1,M,< 40,6,2
G,CKD,G-->CKD,1,M,> 60,31,4
G,CKD,G-->CKD,1,M,40 to 60,6,3
G,CKD,G-->CKD,1,M,All Age,43,1
G,Coagulopathy,G-->Coagulopathy,0,All Sex,> 60,5,4
G,Coagulopathy,G-->Coagulopathy,0,All Sex,All Age,5,1
G,Coagulopathy,G-->Coagulopathy,0,F,> 60,1,4
G,Coagulopathy,G-->Coagulopathy,0,F,All Age,1,1
G,Coagulopathy,G-->Coagulopathy,0,M,> 60,4,4
G,Coagulopathy,G-->Coagulopathy,0,M,All Age,4,1
G,COPD,G-->COPD,1,All Sex,> 60,19,4
G,COPD,G-->COPD,1,All Sex,All Age,19,1
G,COPD,G-->COPD,1,M,> 60,19,4
G,COPD,G-->COPD,1,M,All Age,19,1
G,CVD,G-->CVD,1,All Sex,< 40,9,2
G,CVD,G-->CVD,1,All Sex,> 60,73,4
G,CVD,G-->CVD,1,All Sex,40 to 60,13,3
G,CVD,G-->CVD,1,All Sex,All Age,95,1
G,CVD,G-->CVD,1,F,> 60,9,4
G,CVD,G-->CVD,1,F,40 to 60,1,3
G,CVD,G-->CVD,1,F,All Age,10,1
G,CVD,G-->CVD,1,M,< 40,9,2
G,CVD,G-->CVD,1,M,> 60,64,4
G,CVD,G-->CVD,1,M,40 to 60,12,3
G,CVD,G-->CVD,1,M,All Age,85,1
G,D,G-->D,1,All Sex,< 40,1,2
G,D,G-->D,1,All Sex,> 60,56,4
G,D,G-->D,1,All Sex,40 to 60,13,3
G,D,G-->D,1,All Sex,All Age,70,1
G,D,G-->D,1,F,> 60,8,4
G,D,G-->D,1,F,40 to 60,1,3
G,D,G-->D,1,F,All Age,9,1
G,D,G-->D,1,M,< 40,1,2
G,D,G-->D,1,M,> 60,48,4
G,D,G-->D,1,M,40 to 60,12,3
G,D,G-->D,1,M,All Age,61,1
G,Drugs,G-->Drugs,0,All Sex,> 60,1,4
G,Drugs,G-->Drugs,0,All Sex,All Age,1,1
G,Drugs,G-->Drugs,0,M,> 60,1,4
G,Drugs,G-->Drugs,0,M,All Age,1,1
G,FluidsLytes,G-->FluidsLytes,0,All Sex,< 40,7,2
G,FluidsLytes,G-->FluidsLytes,0,All Sex,> 60,64,4
G,FluidsLytes,G-->FluidsLytes,0,All Sex,40 to 60,7,3
G,FluidsLytes,G-->FluidsLytes,0,All Sex,All Age,78,1
G,FluidsLytes,G-->FluidsLytes,0,F,> 60,17,4
G,FluidsLytes,G-->FluidsLytes,0,F,All Age,17,1
G,FluidsLytes,G-->FluidsLytes,0,M,< 40,7,2
G,FluidsLytes,G-->FluidsLytes,0,M,> 60,47,4
G,FluidsLytes,G-->FluidsLytes,0,M,40 to 60,7,3
G,FluidsLytes,G-->FluidsLytes,0,M,All Age,61,1
G,Hypothyroid,G-->Hypothyroid,0,All Sex,> 60,8,4
G,Hypothyroid,G-->Hypothyroid,0,All Sex,All Age,8,1
G,Hypothyroid,G-->Hypothyroid,0,F,> 60,6,4
G,Hypothyroid,G-->Hypothyroid,0,F,All Age,6,1
G,Hypothyroid,G-->Hypothyroid,0,M,> 60,2,4
G,Hypothyroid,G-->Hypothyroid,0,M,All Age,2,1
G,Liver,G-->Liver,0,All Sex,< 40,1,2
G,Liver,G-->Liver,0,All Sex,> 60,12,4
G,Liver,G-->Liver,0,All Sex,40 to 60,6,3
G,Liver,G-->Liver,0,All Sex,All Age,19,1
G,Liver,G-->Liver,0,M,< 40,1,2
G,Liver,G-->Liver,0,M,> 60,12,4
G,Liver,G-->Liver,0,M,40 to 60,6,3
G,Liver,G-->Liver,0,M,All Age,19,1
G,MHC,G-->MHC,1,All Sex,> 60,3,4
G,MHC,G-->MHC,1,All Sex,All Age,3,1
G,MHC,G-->MHC,1,F,> 60,2,4
G,MHC,G-->MHC,1,F,All Age,2,1
G,MHC,G-->MHC,1,M,> 60,1,4
G,MHC,G-->MHC,1,M,All Age,1,1
G,NeuroOther,G-->NeuroOther,0,All Sex,> 60,7,4
G,NeuroOther,G-->NeuroOther,0,All Sex,All Age,7,1
G,NeuroOther,G-->NeuroOther,0,F,> 60,1,4
G,NeuroOther,G-->NeuroOther,0,F,All Age,1,1
G,NeuroOther,G-->NeuroOther,0,M,> 60,6,4
G,NeuroOther,G-->NeuroOther,0,M,All Age,6,1
G,Obesity,G-->Obesity,0,All Sex,< 40,1,2
G,Obesity,G-->Obesity,0,All Sex,> 60,9,4
G,Obesity,G-->Obesity,0,All Sex,40 to 60,2,3
G,Obesity,G-->Obesity,0,All Sex,All Age,12,1
G,Obesity,G-->Obesity,0,M,< 40,1,2
G,Obesity,G-->Obesity,0,M,> 60,9,4
G,Obesity,G-->Obesity,0,M,40 to 60,2,3
G,Obesity,G-->Obesity,0,M,All Age,12,1
G,Osteo,G-->Osteo,1,All Sex,40 to 60,1,3
G,Osteo,G-->Osteo,1,All Sex,All Age,1,1
G,Osteo,G-->Osteo,1,M,40 to 60,1,3
G,Osteo,G-->Osteo,1,M,All Age,1,1
G,Paralysis,G-->Paralysis,0,All Sex,> 60,6,4
G,Paralysis,G-->Paralysis,0,All Sex,40 to 60,1,3
G,Paralysis,G-->Paralysis,0,All Sex,All Age,7,1
G,Paralysis,G-->Paralysis,0,M,> 60,6,4
G,Paralysis,G-->Paralysis,0,M,40 to 60,1,3
G,Paralysis,G-->Paralysis,0,M,All Age,7,1
G,PUD,G-->PUD,0,All Sex,> 60,9,4
G,PUD,G-->PUD,0,All Sex,All Age,9,1
G,PUD,G-->PUD,0,M,> 60,9,4
G,PUD,G-->PUD,0,M,All Age,9,1
G,WeightLoss,G-->WeightLoss,0,All Sex,> 60,15,4
G,WeightLoss,G-->WeightLoss,0,All Sex,40 to 60,1,3
G,WeightLoss,G-->WeightLoss,0,All Sex,All Age,16,1
G,WeightLoss,G-->WeightLoss,0,F,> 60,4,4
G,WeightLoss,G-->WeightLoss,0,F,All Age,4,1
G,WeightLoss,G-->WeightLoss,0,M,> 60,11,4
G,WeightLoss,G-->WeightLoss,0,M,40 to 60,1,3
G,WeightLoss,G-->WeightLoss,0,M,All Age,12,1
HIV,Anemia,HIV-->Anemia,0,All Sex,40 to 60,1,3
HIV,Anemia,HIV-->Anemia,0,All Sex,All Age,1,1
HIV,Anemia,HIV-->Anemia,0,F,40 to 60,1,3
HIV,Anemia,HIV-->Anemia,0,F,All Age,1,1
HIV,AR,HIV-->AR,0,All Sex,> 60,5,4
HIV,AR,HIV-->AR,0,All Sex,40 to 60,7,3
HIV,AR,HIV-->AR,0,All Sex,All Age,12,1
HIV,AR,HIV-->AR,0,F,> 60,5,4
HIV,AR,HIV-->AR,0,F,40 to 60,2,3
HIV,AR,HIV-->AR,0,F,All Age,7,1
HIV,AR,HIV-->AR,0,M,40 to 60,5,3
HIV,AR,HIV-->AR,0,M,All Age,5,1
HIV,AS,HIV-->AS,0,All Sex,> 60,3,4
HIV,AS,HIV-->AS,0,All Sex,40 to 60,4,3
HIV,AS,HIV-->AS,0,All Sex,All Age,7,1
HIV,AS,HIV-->AS,0,F,> 60,1,4
HIV,AS,HIV-->AS,0,F,40 to 60,1,3
HIV,AS,HIV-->AS,0,F,All Age,2,1
HIV,AS,HIV-->AS,0,M,> 60,2,4
HIV,AS,HIV-->AS,0,M,40 to 60,3,3
HIV,AS,HIV-->AS,0,M,All Age,5,1
HIV,BP,HIV-->BP,0,All Sex,< 40,3,2
HIV,BP,HIV-->BP,0,All Sex,40 to 60,4,3
HIV,BP,HIV-->BP,0,All Sex,All Age,7,1
HIV,BP,HIV-->BP,0,F,< 40,2,2
HIV,BP,HIV-->BP,0,F,40 to 60,3,3
HIV,BP,HIV-->BP,0,F,All Age,5,1
HIV,BP,HIV-->BP,0,M,< 40,1,2
HIV,BP,HIV-->BP,0,M,40 to 60,1,3
HIV,BP,HIV-->BP,0,M,All Age,2,1
HIV,C,HIV-->C,0,All Sex,< 40,3,2
HIV,C,HIV-->C,0,All Sex,> 60,2,4
HIV,C,HIV-->C,0,All Sex,40 to 60,7,3
HIV,C,HIV-->C,0,All Sex,All Age,12,1
HIV,C,HIV-->C,0,F,> 60,1,4
HIV,C,HIV-->C,0,F,40 to 60,4,3
HIV,C,HIV-->C,0,F,All Age,5,1
HIV,C,HIV-->C,0,M,< 40,3,2
HIV,C,HIV-->C,0,M,> 60,1,4
HIV,C,HIV-->C,0,M,40 to 60,3,3
HIV,C,HIV-->C,0,M,All Age,7,1
HIV,COPD,HIV-->COPD,0,All Sex,> 60,3,4
HIV,COPD,HIV-->COPD,0,All Sex,All Age,3,1
HIV,COPD,HIV-->COPD,0,F,> 60,1,4
HIV,COPD,HIV-->COPD,0,F,All Age,1,1
HIV,COPD,HIV-->COPD,0,M,> 60,2,4
HIV,COPD,HIV-->COPD,0,M,All Age,2,1
HIV,CVD,HIV-->CVD,0,All Sex,< 40,1,2
HIV,CVD,HIV-->CVD,0,All Sex,> 60,22,4
HIV,CVD,HIV-->CVD,0,All Sex,40 to 60,16,3
HIV,CVD,HIV-->CVD,0,All Sex,All Age,39,1
HIV,CVD,HIV-->CVD,0,F,< 40,1,2
HIV,CVD,HIV-->CVD,0,F,> 60,5,4
HIV,CVD,HIV-->CVD,0,F,40 to 60,11,3
HIV,CVD,HIV-->CVD,0,F,All Age,17,1
HIV,CVD,HIV-->CVD,0,M,> 60,17,4
HIV,CVD,HIV-->CVD,0,M,40 to 60,5,3
HIV,CVD,HIV-->CVD,0,M,All Age,22,1
HIV,D,HIV-->D,0,All Sex,< 40,2,2
HIV,D,HIV-->D,0,All Sex,40 to 60,11,3
HIV,D,HIV-->D,0,All Sex,All Age,13,1
HIV,D,HIV-->D,0,F,40 to 60,7,3
HIV,D,HIV-->D,0,F,All Age,7,1
HIV,D,HIV-->D,0,M,< 40,2,2
HIV,D,HIV-->D,0,M,40 to 60,4,3
HIV,D,HIV-->D,0,M,All Age,6,1
HIV,Drugs,HIV-->Drugs,0,All Sex,40 to 60,1,3
HIV,Drugs,HIV-->Drugs,0,All Sex,All Age,1,1
HIV,Drugs,HIV-->Drugs,0,F,40 to 60,1,3
HIV,Drugs,HIV-->Drugs,0,F,All Age,1,1
HIV,FluidsLytes,HIV-->FluidsLytes,0,All Sex,> 60,1,4
HIV,FluidsLytes,HIV-->FluidsLytes,0,All Sex,40 to 60,3,3
HIV,FluidsLytes,HIV-->FluidsLytes,0,All Sex,All Age,4,1
HIV,FluidsLytes,HIV-->FluidsLytes,0,F,> 60,1,4
HIV,FluidsLytes,HIV-->FluidsLytes,0,F,40 to 60,2,3
HIV,FluidsLytes,HIV-->FluidsLytes,0,F,All Age,3,1
HIV,FluidsLytes,HIV-->FluidsLytes,0,M,40 to 60,1,3
