cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,instance,age_group_sort,develop_type,link,cases,MU,SD,prob,z,p,odds,odds_order,link_label,d_type_order
Alcohol,Anemia,Alcohol-->Anemia,0,All Sex,< 40,39,2,overall,383,4681,12.221932114882506,19.439538147229193,0.83,-27,0,Very Unlikely,1,Prob: 0.83% | p: 0,2
COPD,Coagulopathy,COPD-->Coagulopathy,0,F,40 to 60,5,3,overall,424,7467,17.610849056603772,24.472534423744737,0.07,10.6,0,Very Likely,3,Prob: 0.07% | p: 0,2
COPD,Coagulopathy,COPD-->Coagulopathy,0,F,40 to 60,5,3,from,13,65,5,4.203173404306164,7.69,0,1,Neutral,2,Prob: 7.69% | p: 1,2
COPD,Coagulopathy,COPD-->Coagulopathy,0,F,All Age,24,1,overall,546,34920,63.956043956043956,105.21942947740376,0.07,8.9,0,Very Likely,3,Prob: 0.07% | p: 0,2
COPD,Coagulopathy,COPD-->Coagulopathy,0,F,All Age,24,1,from,23,711,30.91304347826087,40.386668641428805,3.38,0.8,0.421,Neutral,2,Prob: 3.38% | p: 0.421,2
COPD,Coagulopathy,COPD-->Coagulopathy,0,M,> 60,15,4,overall,493,25457,51.6369168356998,96.7984034517098,0.06,8.4,0,Very Likely,3,Prob: 0.06% | p: 0,2
COPD,Coagulopathy,COPD-->Coagulopathy,0,M,> 60,15,4,from,23,1048,45.56521739130435,50.59987970427357,1.43,2.9,0.008,Very Likely,3,Prob: 1.43% | p: 0.008,2
COPD,Coagulopathy,COPD-->Coagulopathy,0,M,All Age,15,1,overall,539,34382,63.788497217068645,122.98907293230812,0.04,9.2,0,Very Likely,3,Prob: 0.04% | p: 0,2
COPD,Coagulopathy,COPD-->Coagulopathy,0,M,All Age,15,1,from,23,1085,47.17391304347826,52.38116609302262,1.38,2.9,0.007,Very Likely,3,Prob: 1.38% | p: 0.007,2
COPD,CVD,COPD-->CVD,1,All Sex,< 40,4,2,overall,383,4681,12.221932114882506,19.439538147229193,0.09,8.3,0,Very Likely,3,Prob: 0.09% | p: 0,2
COPD,CVD,COPD-->CVD,1,All Sex,< 40,4,2,from,5,11,2.2,1.0954451150103321,36.36,-3.7,0.021,Very Unlikely,1,Prob: 36.36% | p: 0.021,2
COPD,CVD,COPD-->CVD,1,All Sex,> 60,305,4,overall,547,49908,91.23948811700183,169.02142194170352,0.61,-29.6,0,Very Unlikely,1,Prob: 0.61% | p: 0,2
COPD,CVD,COPD-->CVD,1,All Sex,> 60,305,4,from,24,1691,70.45833333333333,82.66957758432675,18.04,-13.9,0,Very Unlikely,1,Prob: 18.04% | p: 0,2
COPD,CVD,COPD-->CVD,1,All Sex,40 to 60,22,3,overall,489,14713,30.0879345603272,52.87491461865575,0.15,3.4,0.001,Very Likely,3,Prob: 0.15% | p: 0.001,2
COPD,CVD,COPD-->CVD,1,All Sex,40 to 60,22,3,from,18,94,5.222222222222222,5.806239600692827,23.4,-12.3,0,Very Unlikely,1,Prob: 23.4% | p: 0,2
COPD,CVD,COPD-->CVD,1,All Sex,All Age,331,1,overall,577,69302,120.10745233968804,216.3153776332515,0.48,-23.4,0,Very Unlikely,1,Prob: 0.48% | p: 0,2
COPD,CVD,COPD-->CVD,1,All Sex,All Age,331,1,from,24,1796,74.83333333333333,87.47604226880921,18.43,-14.3,0,Very Unlikely,1,Prob: 18.43% | p: 0,2
COPD,CVD,COPD-->CVD,1,F,< 40,1,2,overall,335,3002,8.961194029850747,12.76790694169646,0.03,11.4,0,Very Likely,3,Prob: 0.03% | p: 0,2
COPD,CVD,COPD-->CVD,1,F,< 40,1,2,from,2,3,1.5,0.7071067811865476,33.33,1,0.5,Neutral,2,Prob: 33.33% | p: 0.5,2
COPD,CVD,COPD-->CVD,1,F,> 60,137,4,overall,508,24451,48.131889763779526,84.94760147771233,0.56,-23.6,0,Very Unlikely,1,Prob: 0.56% | p: 0,2
COPD,CVD,COPD-->CVD,1,F,> 60,137,4,from,23,643,27.956521739130434,37.08035287278103,21.31,-14.1,0,Very Unlikely,1,Prob: 21.31% | p: 0,2
COPD,CVD,COPD-->CVD,1,F,40 to 60,13,3,overall,424,7467,17.610849056603772,24.472534423744737,0.17,3.9,0,Very Likely,3,Prob: 0.17% | p: 0,2
COPD,CVD,COPD-->CVD,1,F,40 to 60,13,3,from,13,65,5,4.203173404306164,20,-6.9,0,Very Unlikely,1,Prob: 20% | p: 0,2
COPD,CVD,COPD-->CVD,1,F,All Age,151,1,overall,546,34920,63.956043956043956,105.21942947740376,0.43,-19.3,0,Very Unlikely,1,Prob: 0.43% | p: 0,2
COPD,CVD,COPD-->CVD,1,F,All Age,151,1,from,23,711,30.91304347826087,40.386668641428805,21.24,-14.3,0,Very Unlikely,1,Prob: 21.24% | p: 0,2
COPD,CVD,COPD-->CVD,1,M,< 40,3,2,overall,262,1679,6.408396946564886,9.638941915573069,0.18,5.7,0,Very Likely,3,Prob: 0.18% | p: 0,2
COPD,CVD,COPD-->CVD,1,M,< 40,3,2,from,4,8,2,0.816496580927726,37.5,-2.4,0.092,Very Unlikely,1,Prob: 37.5% | p: 0.092,2
COPD,CVD,COPD-->CVD,1,M,> 60,168,4,overall,493,25457,51.6369168356998,96.7984034517098,0.66,-26.7,0,Very Unlikely,1,Prob: 0.66% | p: 0,2
COPD,CVD,COPD-->CVD,1,M,> 60,168,4,from,23,1048,45.56521739130435,50.59987970427357,16.03,-11.6,0,Very Unlikely,1,Prob: 16.03% | p: 0,2
COPD,CVD,COPD-->CVD,1,M,40 to 60,9,3,overall,424,7246,17.089622641509433,32.90305964703321,0.12,5.1,0,Very Likely,3,Prob: 0.12% | p: 0,2
COPD,CVD,COPD-->CVD,1,M,40 to 60,9,3,from,14,29,2.0714285714285716,2.3026501693044477,31.03,-11.3,0,Very Unlikely,1,Prob: 31.03% | p: 0,2
COPD,CVD,COPD-->CVD,1,M,All Age,180,1,overall,539,34382,63.788497217068645,122.98907293230812,0.52,-21.9,0,Very Unlikely,1,Prob: 0.52% | p: 0,2
COPD,CVD,COPD-->CVD,1,M,All Age,180,1,from,23,1085,47.17391304347826,52.38116609302262,16.59,-12.2,0,Very Unlikely,1,Prob: 16.59% | p: 0,2
COPD,D,COPD-->D,1,All Sex,> 60,105,4,overall,547,49908,91.23948811700183,169.02142194170352,0.21,-1.9,0.057,Neutral,2,Prob: 0.21% | p: 0.057,2
COPD,D,COPD-->D,1,All Sex,> 60,105,4,from,24,1691,70.45833333333333,82.66957758432675,6.21,-2,0.052,Very Unlikely,1,Prob: 6.21% | p: 0.052,2
COPD,D,COPD-->D,1,All Sex,40 to 60,2,3,overall,489,14713,30.0879345603272,52.87491461865575,0.01,11.7,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,D,COPD-->D,1,All Sex,40 to 60,2,3,from,18,94,5.222222222222222,5.806239600692827,2.13,2.4,0.031,Very Likely,3,Prob: 2.13% | p: 0.031,2
COPD,D,COPD-->D,1,All Sex,All Age,107,1,overall,577,69302,120.10745233968804,216.3153776332515,0.15,1.5,0.146,Neutral,2,Prob: 0.15% | p: 0.146,2
COPD,D,COPD-->D,1,All Sex,All Age,107,1,from,24,1796,74.83333333333333,87.47604226880921,5.96,-1.8,0.085,Neutral,2,Prob: 5.96% | p: 0.085,2
COPD,D,COPD-->D,1,F,> 60,41,4,overall,508,24451,48.131889763779526,84.94760147771233,0.17,1.9,0.059,Neutral,2,Prob: 0.17% | p: 0.059,2
COPD,D,COPD-->D,1,F,> 60,41,4,from,23,643,27.956521739130434,37.08035287278103,6.38,-1.7,0.106,Neutral,2,Prob: 6.38% | p: 0.106,2
COPD,D,COPD-->D,1,F,40 to 60,1,3,overall,424,7467,17.610849056603772,24.472534423744737,0.01,14,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,D,COPD-->D,1,F,40 to 60,1,3,from,13,65,5,4.203173404306164,1.54,3.4,0.005,Very Likely,3,Prob: 1.54% | p: 0.005,2
COPD,D,COPD-->D,1,F,All Age,42,1,overall,546,34920,63.956043956043956,105.21942947740376,0.12,4.9,0,Very Likely,3,Prob: 0.12% | p: 0,2
COPD,D,COPD-->D,1,F,All Age,42,1,from,23,711,30.91304347826087,40.386668641428805,5.91,-1.3,0.202,Neutral,2,Prob: 5.91% | p: 0.202,2
COPD,D,COPD-->D,1,M,> 60,64,4,overall,493,25457,51.6369168356998,96.7984034517098,0.25,-2.8,0.005,Very Unlikely,1,Prob: 0.25% | p: 0.005,2
COPD,D,COPD-->D,1,M,> 60,64,4,from,23,1048,45.56521739130435,50.59987970427357,6.11,-1.7,0.095,Neutral,2,Prob: 6.11% | p: 0.095,2
COPD,D,COPD-->D,1,M,40 to 60,1,3,overall,424,7246,17.089622641509433,32.90305964703321,0.01,10.1,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,D,COPD-->D,1,M,40 to 60,1,3,from,14,29,2.0714285714285716,2.3026501693044477,3.45,1.7,0.105,Neutral,2,Prob: 3.45% | p: 0.105,2
COPD,D,COPD-->D,1,M,All Age,65,1,overall,539,34382,63.788497217068645,122.98907293230812,0.19,-0.2,0.819,Neutral,2,Prob: 0.19% | p: 0.819,2
COPD,D,COPD-->D,1,M,All Age,65,1,from,23,1085,47.17391304347826,52.38116609302262,5.99,-1.6,0.117,Neutral,2,Prob: 5.99% | p: 0.117,2
COPD,Drugs,COPD-->Drugs,0,All Sex,> 60,9,4,overall,547,49908,91.23948811700183,169.02142194170352,0.02,11.4,0,Very Likely,3,Prob: 0.02% | p: 0,2
COPD,Drugs,COPD-->Drugs,0,All Sex,> 60,9,4,from,24,1691,70.45833333333333,82.66957758432675,0.53,3.6,0.001,Very Likely,3,Prob: 0.53% | p: 0.001,2
COPD,Drugs,COPD-->Drugs,0,All Sex,All Age,9,1,overall,577,69302,120.10745233968804,216.3153776332515,0.01,12.3,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,Drugs,COPD-->Drugs,0,All Sex,All Age,9,1,from,24,1796,74.83333333333333,87.47604226880921,0.5,3.7,0.001,Very Likely,3,Prob: 0.5% | p: 0.001,2
COPD,Drugs,COPD-->Drugs,0,F,> 60,7,4,overall,508,24451,48.131889763779526,84.94760147771233,0.03,10.9,0,Very Likely,3,Prob: 0.03% | p: 0,2
COPD,Drugs,COPD-->Drugs,0,F,> 60,7,4,from,23,643,27.956521739130434,37.08035287278103,1.09,2.7,0.013,Very Likely,3,Prob: 1.09% | p: 0.013,2
COPD,Drugs,COPD-->Drugs,0,F,All Age,7,1,overall,546,34920,63.956043956043956,105.21942947740376,0.02,12.6,0,Very Likely,3,Prob: 0.02% | p: 0,2
COPD,Drugs,COPD-->Drugs,0,F,All Age,7,1,from,23,711,30.91304347826087,40.386668641428805,0.98,2.8,0.01,Very Likely,3,Prob: 0.98% | p: 0.01,2
COPD,Drugs,COPD-->Drugs,0,M,> 60,2,4,overall,493,25457,51.6369168356998,96.7984034517098,0.01,11.4,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,Drugs,COPD-->Drugs,0,M,> 60,2,4,from,23,1048,45.56521739130435,50.59987970427357,0.19,4.1,0,Very Likely,3,Prob: 0.19% | p: 0,2
COPD,Drugs,COPD-->Drugs,0,M,All Age,2,1,overall,539,34382,63.788497217068645,122.98907293230812,0.01,11.7,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,Drugs,COPD-->Drugs,0,M,All Age,2,1,from,23,1085,47.17391304347826,52.38116609302262,0.18,4.1,0,Very Likely,3,Prob: 0.18% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,All Sex,> 60,243,4,overall,547,49908,91.23948811700183,169.02142194170352,0.49,-21,0,Very Unlikely,1,Prob: 0.49% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,All Sex,> 60,243,4,from,24,1691,70.45833333333333,82.66957758432675,14.37,-10.2,0,Very Unlikely,1,Prob: 14.37% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,All Sex,40 to 60,12,3,overall,489,14713,30.0879345603272,52.87491461865575,0.08,7.6,0,Very Likely,3,Prob: 0.08% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,All Sex,40 to 60,12,3,from,18,94,5.222222222222222,5.806239600692827,12.77,-5,0,Very Unlikely,1,Prob: 12.77% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,All Sex,All Age,255,1,overall,577,69302,120.10745233968804,216.3153776332515,0.37,-15,0,Very Unlikely,1,Prob: 0.37% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,All Sex,All Age,255,1,from,24,1796,74.83333333333333,87.47604226880921,14.2,-10.1,0,Very Unlikely,1,Prob: 14.2% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,F,> 60,94,4,overall,508,24451,48.131889763779526,84.94760147771233,0.38,-12.2,0,Very Unlikely,1,Prob: 0.38% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,F,> 60,94,4,from,23,643,27.956521739130434,37.08035287278103,14.62,-8.5,0,Very Unlikely,1,Prob: 14.62% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,F,40 to 60,7,3,overall,424,7467,17.610849056603772,24.472534423744737,0.09,8.9,0,Very Likely,3,Prob: 0.09% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,F,40 to 60,7,3,from,13,65,5,4.203173404306164,10.77,-1.7,0.112,Neutral,2,Prob: 10.77% | p: 0.112,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,F,All Age,101,1,overall,546,34920,63.956043956043956,105.21942947740376,0.29,-8.2,0,Very Unlikely,1,Prob: 0.29% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,F,All Age,101,1,from,23,711,30.91304347826087,40.386668641428805,14.21,-8.3,0,Very Unlikely,1,Prob: 14.21% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,M,> 60,149,4,overall,493,25457,51.6369168356998,96.7984034517098,0.59,-22.3,0,Very Unlikely,1,Prob: 0.59% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,M,> 60,149,4,from,23,1048,45.56521739130435,50.59987970427357,14.22,-9.8,0,Very Unlikely,1,Prob: 14.22% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,M,40 to 60,5,3,overall,424,7246,17.089622641509433,32.90305964703321,0.07,7.6,0,Very Likely,3,Prob: 0.07% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,M,40 to 60,5,3,from,14,29,2.0714285714285716,2.3026501693044477,17.24,-4.8,0,Very Unlikely,1,Prob: 17.24% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,M,All Age,154,1,overall,539,34382,63.788497217068645,122.98907293230812,0.45,-17,0,Very Unlikely,1,Prob: 0.45% | p: 0,2
COPD,FluidsLytes,COPD-->FluidsLytes,0,M,All Age,154,1,from,23,1085,47.17391304347826,52.38116609302262,14.19,-9.8,0,Very Unlikely,1,Prob: 14.19% | p: 0,2
COPD,G,COPD-->G,1,All Sex,> 60,23,4,overall,547,49908,91.23948811700183,169.02142194170352,0.05,9.4,0,Very Likely,3,Prob: 0.05% | p: 0,2
COPD,G,COPD-->G,1,All Sex,> 60,23,4,from,24,1691,70.45833333333333,82.66957758432675,1.36,2.8,0.01,Very Likely,3,Prob: 1.36% | p: 0.01,2
COPD,G,COPD-->G,1,All Sex,All Age,23,1,overall,577,69302,120.10745233968804,216.3153776332515,0.03,10.8,0,Very Likely,3,Prob: 0.03% | p: 0,2
COPD,G,COPD-->G,1,All Sex,All Age,23,1,from,24,1796,74.83333333333333,87.47604226880921,1.28,2.9,0.008,Very Likely,3,Prob: 1.28% | p: 0.008,2
COPD,G,COPD-->G,1,F,> 60,1,4,overall,508,24451,48.131889763779526,84.94760147771233,0,12.5,0,Very Likely,3,Prob: 0% | p: 0,2
COPD,G,COPD-->G,1,F,> 60,1,4,from,23,643,27.956521739130434,37.08035287278103,0.16,3.5,0.002,Very Likely,3,Prob: 0.16% | p: 0.002,2
COPD,G,COPD-->G,1,F,All Age,1,1,overall,546,34920,63.956043956043956,105.21942947740376,0,14,0,Very Likely,3,Prob: 0% | p: 0,2
COPD,G,COPD-->G,1,F,All Age,1,1,from,23,711,30.91304347826087,40.386668641428805,0.14,3.6,0.002,Very Likely,3,Prob: 0.14% | p: 0.002,2
COPD,G,COPD-->G,1,M,> 60,22,4,overall,493,25457,51.6369168356998,96.7984034517098,0.09,6.8,0,Very Likely,3,Prob: 0.09% | p: 0,2
COPD,G,COPD-->G,1,M,> 60,22,4,from,23,1048,45.56521739130435,50.59987970427357,2.1,2.2,0.036,Very Likely,3,Prob: 2.1% | p: 0.036,2
COPD,G,COPD-->G,1,M,All Age,22,1,overall,539,34382,63.788497217068645,122.98907293230812,0.06,7.9,0,Very Likely,3,Prob: 0.06% | p: 0,2
COPD,G,COPD-->G,1,M,All Age,22,1,from,23,1085,47.17391304347826,52.38116609302262,2.03,2.3,0.031,Very Likely,3,Prob: 2.03% | p: 0.031,2
COPD,HIV,COPD-->HIV,0,All Sex,> 60,3,4,overall,547,49908,91.23948811700183,169.02142194170352,0.01,12.2,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,HIV,COPD-->HIV,0,All Sex,> 60,3,4,from,24,1691,70.45833333333333,82.66957758432675,0.18,4,0.001,Very Likely,3,Prob: 0.18% | p: 0.001,2
COPD,HIV,COPD-->HIV,0,All Sex,All Age,3,1,overall,577,69302,120.10745233968804,216.3153776332515,0,13,0,Very Likely,3,Prob: 0% | p: 0,2
COPD,HIV,COPD-->HIV,0,All Sex,All Age,3,1,from,24,1796,74.83333333333333,87.47604226880921,0.17,4,0.001,Very Likely,3,Prob: 0.17% | p: 0.001,2
COPD,HIV,COPD-->HIV,0,F,> 60,1,4,overall,508,24451,48.131889763779526,84.94760147771233,0,12.5,0,Very Likely,3,Prob: 0% | p: 0,2
COPD,HIV,COPD-->HIV,0,F,> 60,1,4,from,23,643,27.956521739130434,37.08035287278103,0.16,3.5,0.002,Very Likely,3,Prob: 0.16% | p: 0.002,2
COPD,HIV,COPD-->HIV,0,F,All Age,1,1,overall,546,34920,63.956043956043956,105.21942947740376,0,14,0,Very Likely,3,Prob: 0% | p: 0,2
COPD,HIV,COPD-->HIV,0,F,All Age,1,1,from,23,711,30.91304347826087,40.386668641428805,0.14,3.6,0.002,Very Likely,3,Prob: 0.14% | p: 0.002,2
COPD,HIV,COPD-->HIV,0,M,> 60,2,4,overall,493,25457,51.6369168356998,96.7984034517098,0.01,11.4,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,HIV,COPD-->HIV,0,M,> 60,2,4,from,23,1048,45.56521739130435,50.59987970427357,0.19,4.1,0,Very Likely,3,Prob: 0.19% | p: 0,2
COPD,HIV,COPD-->HIV,0,M,All Age,2,1,overall,539,34382,63.788497217068645,122.98907293230812,0.01,11.7,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,HIV,COPD-->HIV,0,M,All Age,2,1,from,23,1085,47.17391304347826,52.38116609302262,0.18,4.1,0,Very Likely,3,Prob: 0.18% | p: 0,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,All Sex,> 60,32,4,overall,547,49908,91.23948811700183,169.02142194170352,0.06,8.2,0,Very Likely,3,Prob: 0.06% | p: 0,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,All Sex,> 60,32,4,from,24,1691,70.45833333333333,82.66957758432675,1.89,2.3,0.032,Very Likely,3,Prob: 1.89% | p: 0.032,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,All Sex,All Age,32,1,overall,577,69302,120.10745233968804,216.3153776332515,0.05,9.8,0,Very Likely,3,Prob: 0.05% | p: 0,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,All Sex,All Age,32,1,from,24,1796,74.83333333333333,87.47604226880921,1.78,2.4,0.025,Very Likely,3,Prob: 1.78% | p: 0.025,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,F,> 60,2,4,overall,508,24451,48.131889763779526,84.94760147771233,0.01,12.2,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,F,> 60,2,4,from,23,643,27.956521739130434,37.08035287278103,0.31,3.4,0.003,Very Likely,3,Prob: 0.31% | p: 0.003,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,F,All Age,2,1,overall,546,34920,63.956043956043956,105.21942947740376,0.01,13.8,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,F,All Age,2,1,from,23,711,30.91304347826087,40.386668641428805,0.28,3.4,0.002,Very Likely,3,Prob: 0.28% | p: 0.002,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,M,> 60,30,4,overall,493,25457,51.6369168356998,96.7984034517098,0.12,5,0,Very Likely,3,Prob: 0.12% | p: 0,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,M,> 60,30,4,from,23,1048,45.56521739130435,50.59987970427357,2.86,1.5,0.154,Neutral,2,Prob: 2.86% | p: 0.154,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,M,All Age,30,1,overall,539,34382,63.788497217068645,122.98907293230812,0.09,6.4,0,Very Likely,3,Prob: 0.09% | p: 0,2
COPD,Hypothyroid,COPD-->Hypothyroid,0,M,All Age,30,1,from,23,1085,47.17391304347826,52.38116609302262,2.76,1.6,0.13,Neutral,2,Prob: 2.76% | p: 0.13,2
COPD,Liver,COPD-->Liver,0,All Sex,> 60,6,4,overall,547,49908,91.23948811700183,169.02142194170352,0.01,11.8,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,Liver,COPD-->Liver,0,All Sex,> 60,6,4,from,24,1691,70.45833333333333,82.66957758432675,0.35,3.8,0.001,Very Likely,3,Prob: 0.35% | p: 0.001,2
COPD,Liver,COPD-->Liver,0,All Sex,All Age,6,1,overall,577,69302,120.10745233968804,216.3153776332515,0.01,12.7,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,Liver,COPD-->Liver,0,All Sex,All Age,6,1,from,24,1796,74.83333333333333,87.47604226880921,0.33,3.9,0.001,Very Likely,3,Prob: 0.33% | p: 0.001,2
COPD,Liver,COPD-->Liver,0,F,> 60,6,4,overall,508,24451,48.131889763779526,84.94760147771233,0.02,11.2,0,Very Likely,3,Prob: 0.02% | p: 0,2
COPD,Liver,COPD-->Liver,0,F,> 60,6,4,from,23,643,27.956521739130434,37.08035287278103,0.93,2.8,0.01,Very Likely,3,Prob: 0.93% | p: 0.01,2
COPD,Liver,COPD-->Liver,0,F,All Age,6,1,overall,546,34920,63.956043956043956,105.21942947740376,0.02,12.9,0,Very Likely,3,Prob: 0.02% | p: 0,2
COPD,Liver,COPD-->Liver,0,F,All Age,6,1,from,23,711,30.91304347826087,40.386668641428805,0.84,3,0.007,Very Likely,3,Prob: 0.84% | p: 0.007,2
COPD,MHC,COPD-->MHC,1,All Sex,> 60,78,4,overall,547,49908,91.23948811700183,169.02142194170352,0.16,1.8,0.067,Neutral,2,Prob: 0.16% | p: 0.067,2
COPD,MHC,COPD-->MHC,1,All Sex,> 60,78,4,from,24,1691,70.45833333333333,82.66957758432675,4.61,-0.4,0.659,Neutral,2,Prob: 4.61% | p: 0.659,2
COPD,MHC,COPD-->MHC,1,All Sex,40 to 60,9,3,overall,489,14713,30.0879345603272,52.87491461865575,0.06,8.8,0,Very Likely,3,Prob: 0.06% | p: 0,2
COPD,MHC,COPD-->MHC,1,All Sex,40 to 60,9,3,from,18,94,5.222222222222222,5.806239600692827,9.57,-2.8,0.013,Very Unlikely,1,Prob: 9.57% | p: 0.013,2
COPD,MHC,COPD-->MHC,1,All Sex,All Age,87,1,overall,577,69302,120.10745233968804,216.3153776332515,0.13,3.7,0,Very Likely,3,Prob: 0.13% | p: 0,2
COPD,MHC,COPD-->MHC,1,All Sex,All Age,87,1,from,24,1796,74.83333333333333,87.47604226880921,4.84,-0.7,0.502,Neutral,2,Prob: 4.84% | p: 0.502,2
COPD,MHC,COPD-->MHC,1,F,> 60,48,4,overall,508,24451,48.131889763779526,84.94760147771233,0.2,0,0.972,Neutral,2,Prob: 0.2% | p: 0.972,2
COPD,MHC,COPD-->MHC,1,F,> 60,48,4,from,23,643,27.956521739130434,37.08035287278103,7.47,-2.6,0.017,Very Unlikely,1,Prob: 7.47% | p: 0.017,2
COPD,MHC,COPD-->MHC,1,F,40 to 60,7,3,overall,424,7467,17.610849056603772,24.472534423744737,0.09,8.9,0,Very Likely,3,Prob: 0.09% | p: 0,2
COPD,MHC,COPD-->MHC,1,F,40 to 60,7,3,from,13,65,5,4.203173404306164,10.77,-1.7,0.112,Neutral,2,Prob: 10.77% | p: 0.112,2
COPD,MHC,COPD-->MHC,1,F,All Age,55,1,overall,546,34920,63.956043956043956,105.21942947740376,0.16,2,0.047,Very Likely,3,Prob: 0.16% | p: 0.047,2
COPD,MHC,COPD-->MHC,1,F,All Age,55,1,from,23,711,30.91304347826087,40.386668641428805,7.74,-2.9,0.009,Very Unlikely,1,Prob: 7.74% | p: 0.009,2
COPD,MHC,COPD-->MHC,1,M,> 60,30,4,overall,493,25457,51.6369168356998,96.7984034517098,0.12,5,0,Very Likely,3,Prob: 0.12% | p: 0,2
COPD,MHC,COPD-->MHC,1,M,> 60,30,4,from,23,1048,45.56521739130435,50.59987970427357,2.86,1.5,0.154,Neutral,2,Prob: 2.86% | p: 0.154,2
COPD,MHC,COPD-->MHC,1,M,40 to 60,2,3,overall,424,7246,17.089622641509433,32.90305964703321,0.03,9.4,0,Very Likely,3,Prob: 0.03% | p: 0,2
COPD,MHC,COPD-->MHC,1,M,40 to 60,2,3,from,14,29,2.0714285714285716,2.3026501693044477,6.9,0.1,0.909,Neutral,2,Prob: 6.9% | p: 0.909,2
COPD,MHC,COPD-->MHC,1,M,All Age,32,1,overall,539,34382,63.788497217068645,122.98907293230812,0.09,6,0,Very Likely,3,Prob: 0.09% | p: 0,2
COPD,MHC,COPD-->MHC,1,M,All Age,32,1,from,23,1085,47.17391304347826,52.38116609302262,2.95,1.4,0.179,Neutral,2,Prob: 2.95% | p: 0.179,2
COPD,NeuroOther,COPD-->NeuroOther,0,All Sex,< 40,2,2,overall,383,4681,12.221932114882506,19.439538147229193,0.04,10.3,0,Very Likely,3,Prob: 0.04% | p: 0,2
COPD,NeuroOther,COPD-->NeuroOther,0,All Sex,< 40,2,2,from,5,11,2.2,1.0954451150103321,18.18,0.4,0.704,Neutral,2,Prob: 18.18% | p: 0.704,2
COPD,NeuroOther,COPD-->NeuroOther,0,All Sex,> 60,40,4,overall,547,49908,91.23948811700183,169.02142194170352,0.08,7.1,0,Very Likely,3,Prob: 0.08% | p: 0,2
COPD,NeuroOther,COPD-->NeuroOther,0,All Sex,> 60,40,4,from,24,1691,70.45833333333333,82.66957758432675,2.37,1.8,0.084,Neutral,2,Prob: 2.37% | p: 0.084,2
COPD,NeuroOther,COPD-->NeuroOther,0,All Sex,40 to 60,1,3,overall,489,14713,30.0879345603272,52.87491461865575,0.01,12.2,0,Very Likely,3,Prob: 0.01% | p: 0,2
COPD,NeuroOther,COPD-->NeuroOther,0,All Sex,40 to 60,1,3,from,18,94,5.222222222222222,5.806239600692827,1.06,3.1,0.007,Very Likely,3,Prob: 1.06% | p: 0.007,2
COPD,NeuroOther,COPD-->NeuroOther,0,All Sex,All Age,43,1,overall,577,69302,120.10745233968804,216.3153776332515,0.06,8.6,0,Very Likely,3,Prob: 0.06% | p: 0,2
COPD,NeuroOther,COPD-->NeuroOther,0,All Sex,All Age,43,1,from,24,1796,74.83333333333333,87.47604226880921,2.39,1.8,0.088,Neutral,2,Prob: 2.39% | p: 0.088,2
