from,to,width,color,title,gender,age_group,develop_year,is_significant,cd_from_to,significance,symbol,width_color
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.209 --</p>,All Sex,40 to 60,All Years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.335 --</p>,All Sex,All Age,Within 2 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.317 --</p>,All Sex,All Age,Within 5 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.316 --</p>,All Sex,All Age,Within 10 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.317 --</p>,All Sex,All Age,All Years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.529 --</p>,F,< 40,Within 2 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.447 --</p>,F,< 40,Within 5 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.451 --</p>,F,< 40,Within 10 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.437 --</p>,F,< 40,All Years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.349 --</p>,F,> 60,Within 2 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.342 --</p>,F,> 60,Within 5 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.346 --</p>,F,> 60,Within 10 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.328 --</p>,F,> 60,All Years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.169 --</p>,F,40 to 60,Within 2 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.152 --</p>,F,40 to 60,Within 5 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.160 --</p>,F,40 to 60,Within 10 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.170 --</p>,F,40 to 60,All Years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.258 --</p>,F,All Age,Within 2 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.243 --</p>,F,All Age,Within 5 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.251 --</p>,F,All Age,Within 10 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.241 --</p>,F,All Age,All Years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.638 --</p>,M,< 40,Within 2 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.638 --</p>,M,< 40,Within 5 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.640 --</p>,M,< 40,Within 10 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.638 --</p>,M,< 40,All Years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.518 --</p>,M,> 60,Within 2 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.506 --</p>,M,> 60,Within 5 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.501 --</p>,M,> 60,Within 10 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.507 --</p>,M,> 60,All Years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.418 --</p>,M,40 to 60,Within 2 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.346 --</p>,M,40 to 60,Within 5 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.308 --</p>,M,40 to 60,Within 10 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.325 --</p>,M,40 to 60,All Years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.457 --</p>,M,All Age,Within 2 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.435 --</p>,M,All Age,Within 5 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.422 --</p>,M,All Age,Within 10 years,0,C-->MHC,Not Significant,--,a
C,MHC,1,#CA0020,<p><b>C-->MHC</b></p><p>P value: 0.432 --</p>,M,All Age,All Years,0,C-->MHC,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.684 --</p>,All Sex,> 60,Within 2 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.685 --</p>,All Sex,> 60,Within 5 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.683 --</p>,All Sex,> 60,Within 10 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.682 --</p>,All Sex,> 60,All Years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.701 --</p>,All Sex,40 to 60,Within 2 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.698 --</p>,All Sex,40 to 60,Within 5 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.697 --</p>,All Sex,40 to 60,Within 10 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.696 --</p>,All Sex,40 to 60,All Years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.688 --</p>,All Sex,All Age,Within 2 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.689 --</p>,All Sex,All Age,Within 5 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.688 --</p>,All Sex,All Age,Within 10 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.688 --</p>,All Sex,All Age,All Years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.671 --</p>,F,> 60,Within 2 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.674 --</p>,F,> 60,Within 5 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.674 --</p>,F,> 60,Within 10 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.673 --</p>,F,> 60,All Years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.748 --</p>,F,40 to 60,Within 2 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.745 --</p>,F,40 to 60,Within 5 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.740 --</p>,F,40 to 60,Within 10 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.738 --</p>,F,40 to 60,All Years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.685 --</p>,F,All Age,Within 2 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.688 --</p>,F,All Age,Within 5 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.688 --</p>,F,All Age,Within 10 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.689 --</p>,F,All Age,All Years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.708 --</p>,M,> 60,Within 2 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.704 --</p>,M,> 60,Within 5 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.701 --</p>,M,> 60,Within 10 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.699 --</p>,M,> 60,All Years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.698 --</p>,M,40 to 60,Within 2 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.693 --</p>,M,40 to 60,Within 5 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.692 --</p>,M,40 to 60,Within 10 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.687 --</p>,M,40 to 60,All Years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.697 --</p>,M,All Age,Within 2 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.696 --</p>,M,All Age,Within 5 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.694 --</p>,M,All Age,Within 10 years,0,COPD-->AR,Not Significant,--,a
COPD,AR,1,#CA0020,<p><b>COPD-->AR</b></p><p>P value: 0.692 --</p>,M,All Age,All Years,0,COPD-->AR,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.707 --</p>,All Sex,< 40,Within 2 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.712 --</p>,All Sex,< 40,Within 5 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.714 --</p>,All Sex,< 40,Within 10 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.718 --</p>,All Sex,< 40,All Years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.655 --</p>,All Sex,> 60,Within 2 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.653 --</p>,All Sex,> 60,Within 5 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.652 --</p>,All Sex,> 60,Within 10 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.652 --</p>,All Sex,> 60,All Years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.709 --</p>,All Sex,40 to 60,All Years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.669 --</p>,All Sex,All Age,Within 2 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.667 --</p>,All Sex,All Age,Within 5 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.668 --</p>,All Sex,All Age,Within 10 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.666 --</p>,All Sex,All Age,All Years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.638 --</p>,F,> 60,Within 2 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.633 --</p>,F,> 60,Within 5 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.633 --</p>,F,> 60,Within 10 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.634 --</p>,F,> 60,All Years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.751 --</p>,F,40 to 60,All Years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.666 --</p>,F,All Age,Within 2 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.663 --</p>,F,All Age,Within 5 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.663 --</p>,F,All Age,Within 10 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.662 --</p>,F,All Age,All Years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.712 --</p>,M,< 40,Within 2 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.710 --</p>,M,< 40,Within 5 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.713 --</p>,M,< 40,Within 10 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.712 --</p>,M,< 40,All Years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.687 --</p>,M,> 60,Within 2 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.684 --</p>,M,> 60,Within 5 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.682 --</p>,M,> 60,Within 10 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.681 --</p>,M,> 60,All Years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.680 --</p>,M,All Age,Within 2 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.680 --</p>,M,All Age,Within 5 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.679 --</p>,M,All Age,Within 10 years,0,COPD-->AS,Not Significant,--,a
COPD,AS,1,#CA0020,<p><b>COPD-->AS</b></p><p>P value: 0.678 --</p>,M,All Age,All Years,0,COPD-->AS,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.707 --</p>,All Sex,< 40,Within 2 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.712 --</p>,All Sex,< 40,Within 5 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.696 --</p>,All Sex,< 40,Within 10 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.700 --</p>,All Sex,< 40,All Years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.602 --</p>,All Sex,> 60,Within 2 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.603 --</p>,All Sex,> 60,Within 5 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.599 --</p>,All Sex,> 60,Within 10 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.596 --</p>,All Sex,> 60,All Years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.702 --</p>,All Sex,40 to 60,All Years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.628 --</p>,All Sex,All Age,Within 2 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.629 --</p>,All Sex,All Age,Within 5 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.624 --</p>,All Sex,All Age,Within 10 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.620 --</p>,All Sex,All Age,All Years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.638 --</p>,F,> 60,Within 2 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.642 --</p>,F,> 60,Within 5 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.633 --</p>,F,> 60,Within 10 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.634 --</p>,F,> 60,All Years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.738 --</p>,F,40 to 60,All Years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.666 --</p>,F,All Age,Within 2 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.670 --</p>,F,All Age,Within 5 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.663 --</p>,F,All Age,Within 10 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.658 --</p>,F,All Age,All Years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.712 --</p>,M,< 40,Within 2 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.710 --</p>,M,< 40,Within 5 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.677 --</p>,M,< 40,Within 10 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.676 --</p>,M,< 40,All Years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.593 --</p>,M,> 60,Within 2 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.589 --</p>,M,> 60,Within 5 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.590 --</p>,M,> 60,Within 10 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.584 --</p>,M,> 60,All Years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.605 --</p>,M,All Age,Within 2 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.604 --</p>,M,All Age,Within 5 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.602 --</p>,M,All Age,Within 10 years,0,COPD-->BP,Not Significant,--,a
COPD,BP,1,#CA0020,<p><b>COPD-->BP</b></p><p>P value: 0.599 --</p>,M,All Age,All Years,0,COPD-->BP,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.700 --</p>,All Sex,< 40,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.325 --</p>,All Sex,> 60,Within 2 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.317 --</p>,All Sex,> 60,Within 5 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.323 --</p>,All Sex,> 60,Within 10 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.316 --</p>,All Sex,> 60,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.706 --</p>,All Sex,40 to 60,Within 5 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.704 --</p>,All Sex,40 to 60,Within 10 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.682 --</p>,All Sex,40 to 60,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.407 --</p>,All Sex,All Age,Within 2 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.397 --</p>,All Sex,All Age,Within 5 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.403 --</p>,All Sex,All Age,Within 10 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.393 --</p>,All Sex,All Age,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.707 --</p>,F,< 40,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.457 --</p>,F,> 60,Within 2 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.440 --</p>,F,> 60,Within 5 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.443 --</p>,F,> 60,Within 10 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.449 --</p>,F,> 60,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.745 --</p>,F,40 to 60,Within 5 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.740 --</p>,F,40 to 60,Within 10 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.738 --</p>,F,40 to 60,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.520 --</p>,F,All Age,Within 2 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.499 --</p>,F,All Age,Within 5 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.503 --</p>,F,All Age,Within 10 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.504 --</p>,F,All Age,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.273 --</p>,M,> 60,Within 2 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.272 --</p>,M,> 60,Within 5 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.279 --</p>,M,> 60,Within 10 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.263 --</p>,M,> 60,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.666 --</p>,M,40 to 60,All Years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.346 --</p>,M,All Age,Within 2 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.346 --</p>,M,All Age,Within 5 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.353 --</p>,M,All Age,Within 10 years,0,COPD-->C,Not Significant,--,a
COPD,C,1,#CA0020,<p><b>COPD-->C</b></p><p>P value: 0.336 --</p>,M,All Age,All Years,0,COPD-->C,Not Significant,--,a
COPD,CVD,1,#CA0020,<p><b>COPD-->CVD</b></p><p>P value: 0.707 --</p>,All Sex,< 40,Within 2 years,0,COPD-->CVD,Not Significant,--,a
