cd_from,cd_to,is_chronic_path,gender_f,gender_m,gender_all,age_le_40,age_mid,age_gt_60,age_all,within_02_years,within_05_years,within_10_years,within_all_years,instance
AS,Osteo,1,1,0,1,0,0,1,1,0,1,1,1,2
AS,Osteo,1,1,0,1,0,0,1,1,1,1,1,1,177
AS,Osteo,1,1,0,1,0,1,0,1,0,0,1,1,2
AS,Osteo,1,1,0,1,0,1,0,1,0,1,1,1,1
AS,Osteo,1,1,0,1,0,1,0,1,1,1,1,1,2
AS,Osteo,1,1,0,1,1,0,0,1,1,1,1,1,1
AS,Paralysis,0,0,1,1,0,0,1,1,0,0,0,1,2
AS,Paralysis,0,0,1,1,0,0,1,1,0,0,1,1,2
AS,Paralysis,0,0,1,1,0,0,1,1,0,1,1,1,2
AS,Paralysis,0,0,1,1,0,0,1,1,1,1,1,1,1
AS,Paralysis,0,1,0,1,0,0,1,1,1,1,1,1,2
AS,Paralysis,0,1,0,1,1,0,0,1,1,1,1,1,6
AS,PUD,0,0,1,1,0,0,1,1,1,1,1,1,2
AS,PUD,0,0,1,1,0,1,0,1,0,0,0,1,1
AS,PUD,0,0,1,1,0,1,0,1,1,1,1,1,2
AS,PUD,0,0,1,1,1,0,0,1,1,1,1,1,1
AS,PUD,0,1,0,1,0,0,1,1,0,0,0,1,4
AS,PUD,0,1,0,1,0,0,1,1,1,1,1,1,9
AS,PUD,0,1,0,1,0,1,0,1,0,1,1,1,1
AS,PUD,0,1,0,1,1,0,0,1,0,0,0,1,1
AS,PUD,0,1,0,1,1,0,0,1,1,1,1,1,3
AS,WeightLoss,0,0,1,1,0,0,1,1,0,0,0,1,7
AS,WeightLoss,0,0,1,1,0,0,1,1,1,1,1,1,1
AS,WeightLoss,0,0,1,1,0,1,0,1,0,0,0,1,1
AS,WeightLoss,0,0,1,1,1,0,0,1,0,1,1,1,2
AS,WeightLoss,0,1,0,1,0,0,1,1,0,0,0,1,5
AS,WeightLoss,0,1,0,1,0,0,1,1,0,1,1,1,8
AS,WeightLoss,0,1,0,1,0,0,1,1,1,1,1,1,9
AS,WeightLoss,0,1,0,1,0,1,0,1,0,0,0,1,1
AS,WeightLoss,0,1,0,1,1,0,0,1,0,0,1,1,3
AS,WeightLoss,0,1,0,1,1,0,0,1,0,1,1,1,1
AS,WeightLoss,0,1,0,1,1,0,0,1,1,1,1,1,2
BloodLoss,Alcohol,0,1,0,1,0,1,0,1,1,1,1,1,1
BloodLoss,Anemia,0,0,1,1,0,0,1,1,0,1,1,1,1
BloodLoss,Anemia,0,0,1,1,0,0,1,1,1,1,1,1,7
BloodLoss,Anemia,0,0,1,1,0,1,0,1,1,1,1,1,4
BloodLoss,Anemia,0,1,0,1,0,0,1,1,1,1,1,1,10
BloodLoss,Anemia,0,1,0,1,0,1,0,1,0,1,1,1,1
BloodLoss,Anemia,0,1,0,1,0,1,0,1,1,1,1,1,3
BloodLoss,AR,0,1,0,1,0,0,1,1,1,1,1,1,9
BloodLoss,AS,0,0,1,1,0,0,1,1,1,1,1,1,4
BloodLoss,AS,0,1,0,1,0,0,1,1,1,1,1,1,6
BloodLoss,BP,0,0,1,1,0,0,1,1,0,0,1,1,1
BloodLoss,BP,0,0,1,1,1,0,0,1,0,0,0,1,1
BloodLoss,BP,0,1,0,1,0,0,1,1,1,1,1,1,4
BloodLoss,BP,0,1,0,1,0,1,0,1,1,1,1,1,1
BloodLoss,BP,0,1,0,1,1,0,0,1,0,1,1,1,1
BloodLoss,C,0,0,1,1,0,0,1,1,0,0,1,1,1
BloodLoss,C,0,0,1,1,0,0,1,1,1,1,1,1,31
BloodLoss,C,0,0,1,1,0,1,0,1,0,0,0,1,1
BloodLoss,C,0,0,1,1,0,1,0,1,1,1,1,1,4
BloodLoss,C,0,1,0,1,0,0,1,1,1,1,1,1,5
BloodLoss,C,0,1,0,1,0,1,0,1,0,0,0,1,1
BloodLoss,C,0,1,0,1,0,1,0,1,1,1,1,1,2
BloodLoss,C,0,1,0,1,1,0,0,1,0,0,0,1,1
BloodLoss,C,0,1,0,1,1,0,0,1,1,1,1,1,1
BloodLoss,CKD,0,0,1,1,0,0,1,1,1,1,1,1,6
BloodLoss,CKD,0,0,1,1,0,1,0,1,1,1,1,1,12
BloodLoss,CKD,0,1,0,1,0,0,1,1,1,1,1,1,1
BloodLoss,Coagulopathy,0,0,1,1,0,0,1,1,1,1,1,1,14
BloodLoss,Coagulopathy,0,0,1,1,0,1,0,1,1,1,1,1,16
BloodLoss,Coagulopathy,0,1,0,1,0,0,1,1,1,1,1,1,1
BloodLoss,Coagulopathy,0,1,0,1,0,1,0,1,1,1,1,1,2
BloodLoss,COPD,0,0,1,1,0,0,1,1,1,1,1,1,6
BloodLoss,CVD,0,0,1,1,0,0,1,1,1,1,1,1,51
BloodLoss,CVD,0,0,1,1,0,1,0,1,0,0,0,1,1
BloodLoss,CVD,0,0,1,1,0,1,0,1,0,1,1,1,1
BloodLoss,CVD,0,0,1,1,0,1,0,1,1,1,1,1,1
BloodLoss,CVD,0,1,0,1,0,0,1,1,0,1,1,1,1
BloodLoss,CVD,0,1,0,1,0,0,1,1,1,1,1,1,20
BloodLoss,CVD,0,1,0,1,0,1,0,1,1,1,1,1,7
BloodLoss,D,0,0,1,1,0,0,1,1,1,1,1,1,19
BloodLoss,D,0,0,1,1,0,1,0,1,1,1,1,1,1
BloodLoss,D,0,1,0,1,0,0,1,1,1,1,1,1,1
BloodLoss,D,0,1,0,1,0,1,0,1,0,1,1,1,1
BloodLoss,D,0,1,0,1,0,1,0,1,1,1,1,1,5
BloodLoss,D,0,1,0,1,1,0,0,1,1,1,1,1,1
BloodLoss,FluidsLytes,0,0,1,1,0,0,1,1,0,0,1,1,2
BloodLoss,FluidsLytes,0,0,1,1,0,0,1,1,1,1,1,1,16
BloodLoss,FluidsLytes,0,0,1,1,0,1,0,1,0,0,0,1,1
BloodLoss,FluidsLytes,0,0,1,1,0,1,0,1,0,1,1,1,1
BloodLoss,FluidsLytes,0,0,1,1,0,1,0,1,1,1,1,1,3
BloodLoss,FluidsLytes,0,1,0,1,0,0,1,1,1,1,1,1,18
BloodLoss,FluidsLytes,0,1,0,1,0,1,0,1,1,1,1,1,12
BloodLoss,FluidsLytes,0,1,0,1,1,0,0,1,1,1,1,1,3
BloodLoss,G,0,0,1,1,0,0,1,1,1,1,1,1,13
BloodLoss,G,0,1,0,1,0,0,1,1,1,1,1,1,2
BloodLoss,Hypothyroid,0,1,0,1,0,0,1,1,1,1,1,1,12
BloodLoss,Hypothyroid,0,1,0,1,1,0,0,1,1,1,1,1,2
BloodLoss,Liver,0,0,1,1,0,0,1,1,1,1,1,1,1
BloodLoss,Liver,0,0,1,1,0,1,0,1,1,1,1,1,5
BloodLoss,Liver,0,1,0,1,0,1,0,1,1,1,1,1,2
BloodLoss,MHC,0,0,1,1,0,0,1,1,1,1,1,1,2
BloodLoss,MHC,0,0,1,1,0,1,0,1,1,1,1,1,1
BloodLoss,MHC,0,1,0,1,0,0,1,1,1,1,1,1,5
BloodLoss,MHC,0,1,0,1,0,1,0,1,1,1,1,1,6
BloodLoss,NeuroOther,0,0,1,1,0,0,1,1,1,1,1,1,13
BloodLoss,NeuroOther,0,0,1,1,0,1,0,1,1,1,1,1,12
BloodLoss,NeuroOther,0,1,0,1,0,0,1,1,1,1,1,1,2
BloodLoss,NeuroOther,0,1,0,1,1,0,0,1,1,1,1,1,1
BloodLoss,Obesity,0,0,1,1,0,1,0,1,1,1,1,1,1
BloodLoss,Obesity,0,1,0,1,0,1,0,1,1,1,1,1,3
BloodLoss,Osteo,0,1,0,1,0,0,1,1,0,1,1,1,1
BloodLoss,Paralysis,0,0,1,1,0,0,1,1,0,0,1,1,2
BloodLoss,Paralysis,0,1,0,1,0,0,1,1,1,1,1,1,5
BloodLoss,PUD,0,0,1,1,0,0,1,1,1,1,1,1,8
BloodLoss,PUD,0,0,1,1,0,1,0,1,0,1,1,1,1
BloodLoss,PUD,0,1,0,1,0,0,1,1,1,1,1,1,5
BloodLoss,PUD,0,1,0,1,0,1,0,1,0,0,0,1,1
BloodLoss,WeightLoss,0,0,1,1,0,0,1,1,1,1,1,1,15
BloodLoss,WeightLoss,0,1,0,1,0,1,0,1,1,1,1,1,6
BP,Alcohol,0,0,1,1,0,0,1,1,1,1,1,1,21
BP,Alcohol,0,0,1,1,1,0,0,1,1,1,1,1,9
BP,Alcohol,0,1,0,1,0,0,1,1,1,1,1,1,2
BP,Alcohol,0,1,0,1,0,1,0,1,1,1,1,1,5
BP,Alcohol,0,1,0,1,1,0,0,1,1,1,1,1,12
BP,Anemia,0,0,1,1,0,0,1,1,0,0,0,1,6
BP,Anemia,0,0,1,1,0,0,1,1,1,1,1,1,51
BP,Anemia,0,0,1,1,0,1,0,1,1,1,1,1,1
BP,Anemia,0,1,0,1,0,0,1,1,0,0,1,1,3
BP,Anemia,0,1,0,1,0,0,1,1,1,1,1,1,24
BP,Anemia,0,1,0,1,0,1,0,1,0,0,0,1,2
BP,Anemia,0,1,0,1,0,1,0,1,0,1,1,1,7
BP,Anemia,0,1,0,1,0,1,0,1,1,1,1,1,3
BP,Anemia,0,1,0,1,1,0,0,1,0,0,0,1,1
BP,Anemia,0,1,0,1,1,0,0,1,1,1,1,1,3
BP,AR,1,0,1,1,0,0,1,1,0,1,1,1,1
BP,AR,1,0,1,1,0,0,1,1,1,1,1,1,22
BP,AR,1,0,1,1,0,1,0,1,0,0,1,1,1
BP,AR,1,0,1,1,0,1,0,1,0,1,1,1,2
BP,AR,1,0,1,1,0,1,0,1,1,1,1,1,31
BP,AR,1,1,0,1,0,0,1,1,0,1,1,1,2
BP,AR,1,1,0,1,0,0,1,1,1,1,1,1,29
BP,AR,1,1,0,1,0,1,0,1,0,0,0,1,4
BP,AR,1,1,0,1,0,1,0,1,0,1,1,1,3
BP,AR,1,1,0,1,0,1,0,1,1,1,1,1,3
BP,AR,1,1,0,1,1,0,0,1,1,1,1,1,17
BP,AS,1,0,1,1,0,0,1,1,1,1,1,1,1
BP,AS,1,0,1,1,1,0,0,1,1,1,1,1,4
BP,AS,1,1,0,1,0,0,1,1,0,1,1,1,1
BP,AS,1,1,0,1,0,0,1,1,1,1,1,1,16
BP,AS,1,1,0,1,0,1,0,1,0,1,1,1,1
BP,AS,1,1,0,1,0,1,0,1,1,1,1,1,4
BP,AS,1,1,0,1,1,0,0,1,0,0,0,1,1
BP,AS,1,1,0,1,1,0,0,1,0,1,1,1,2
BP,AS,1,1,0,1,1,0,0,1,1,1,1,1,7
BP,BloodLoss,0,0,1,1,0,0,1,1,0,1,1,1,1
BP,BloodLoss,0,0,1,1,0,0,1,1,1,1,1,1,9
BP,BloodLoss,0,1,0,1,0,0,1,1,1,1,1,1,2
BP,BloodLoss,0,1,0,1,0,1,0,1,1,1,1,1,13
BP,C,1,0,1,1,0,0,1,1,0,0,1,1,1
BP,C,1,0,1,1,0,0,1,1,0,1,1,1,6
BP,C,1,0,1,1,0,0,1,1,1,1,1,1,67
BP,C,1,0,1,1,0,1,0,1,0,0,0,1,2
BP,C,1,0,1,1,0,1,0,1,0,0,1,1,1
BP,C,1,0,1,1,0,1,0,1,0,1,1,1,2
BP,C,1,0,1,1,0,1,0,1,1,1,1,1,2
BP,C,1,0,1,1,1,0,0,1,0,0,0,1,1
BP,C,1,0,1,1,1,0,0,1,1,1,1,1,6
BP,C,1,1,0,1,0,0,1,1,0,0,0,1,2
BP,C,1,1,0,1,0,0,1,1,0,1,1,1,2
BP,C,1,1,0,1,0,0,1,1,1,1,1,1,45
BP,C,1,1,0,1,0,1,0,1,0,0,0,1,2
BP,C,1,1,0,1,0,1,0,1,0,0,1,1,5
BP,C,1,1,0,1,0,1,0,1,0,1,1,1,2
BP,C,1,1,0,1,0,1,0,1,1,1,1,1,7
BP,C,1,1,0,1,1,0,0,1,0,0,0,1,5
BP,C,1,1,0,1,1,0,0,1,0,0,1,1,1
BP,C,1,1,0,1,1,0,0,1,0,1,1,1,2
BP,C,1,1,0,1,1,0,0,1,1,1,1,1,2
BP,CKD,1,0,1,1,0,0,1,1,0,0,0,1,6
BP,CKD,1,0,1,1,0,0,1,1,0,1,1,1,1
BP,CKD,1,0,1,1,0,0,1,1,1,1,1,1,39
BP,CKD,1,1,0,1,0,0,1,1,0,1,1,1,3
BP,CKD,1,1,0,1,0,0,1,1,1,1,1,1,180
BP,CKD,1,1,0,1,0,1,0,1,1,1,1,1,4
BP,CKD,1,1,0,1,1,0,0,1,0,0,0,1,1
BP,Coagulopathy,0,0,1,1,0,0,1,1,0,0,0,1,6
BP,Coagulopathy,0,0,1,1,0,0,1,1,0,0,1,1,1
BP,Coagulopathy,0,0,1,1,0,0,1,1,0,1,1,1,6
BP,Coagulopathy,0,0,1,1,0,0,1,1,1,1,1,1,23
BP,Coagulopathy,0,0,1,1,0,1,0,1,1,1,1,1,3
BP,Coagulopathy,0,0,1,1,1,0,0,1,1,1,1,1,5
BP,Coagulopathy,0,1,0,1,0,0,1,1,1,1,1,1,13
BP,Coagulopathy,0,1,0,1,0,1,0,1,1,1,1,1,3
BP,Coagulopathy,0,1,0,1,1,0,0,1,0,0,0,1,1
BP,Coagulopathy,0,1,0,1,1,0,0,1,0,1,1,1,1
BP,Coagulopathy,0,1,0,1,1,0,0,1,1,1,1,1,1
BP,COPD,1,0,1,1,0,0,1,1,0,1,1,1,6
BP,COPD,1,0,1,1,0,0,1,1,1,1,1,1,36
BP,COPD,1,0,1,1,0,1,0,1,0,1,1,1,6
BP,COPD,1,0,1,1,0,1,0,1,1,1,1,1,1
BP,COPD,1,1,0,1,0,0,1,1,0,1,1,1,6
BP,COPD,1,1,0,1,0,0,1,1,1,1,1,1,23
BP,COPD,1,1,0,1,0,1,0,1,0,0,0,1,1
BP,COPD,1,1,0,1,0,1,0,1,0,1,1,1,2
BP,COPD,1,1,0,1,0,1,0,1,1,1,1,1,2
BP,CVD,1,0,1,1,0,0,1,1,0,0,1,1,1
BP,CVD,1,0,1,1,0,0,1,1,0,1,1,1,4
BP,CVD,1,0,1,1,0,0,1,1,1,1,1,1,75
BP,CVD,1,0,1,1,0,1,0,1,0,0,0,1,1
BP,CVD,1,0,1,1,0,1,0,1,0,0,1,1,3
BP,CVD,1,0,1,1,0,1,0,1,0,1,1,1,2
BP,CVD,1,0,1,1,0,1,0,1,1,1,1,1,30
BP,CVD,1,0,1,1,1,0,0,1,0,0,0,1,1
BP,CVD,1,0,1,1,1,0,0,1,0,1,1,1,1
BP,CVD,1,0,1,1,1,0,0,1,1,1,1,1,1
BP,CVD,1,1,0,1,0,0,1,1,0,0,0,1,2
BP,CVD,1,1,0,1,0,0,1,1,0,0,1,1,2
BP,CVD,1,1,0,1,0,0,1,1,0,1,1,1,10
BP,CVD,1,1,0,1,0,0,1,1,1,1,1,1,278
BP,CVD,1,1,0,1,0,1,0,1,0,0,0,1,3
BP,CVD,1,1,0,1,0,1,0,1,0,0,1,1,1
BP,CVD,1,1,0,1,0,1,0,1,0,1,1,1,3
BP,CVD,1,1,0,1,0,1,0,1,1,1,1,1,19
BP,CVD,1,1,0,1,1,0,0,1,0,0,0,1,1
BP,CVD,1,1,0,1,1,0,0,1,0,1,1,1,1
BP,CVD,1,1,0,1,1,0,0,1,1,1,1,1,4
BP,D,1,0,1,1,0,0,1,1,0,1,1,1,4
BP,D,1,0,1,1,0,0,1,1,1,1,1,1,37
BP,D,1,0,1,1,0,1,0,1,0,0,0,1,2
BP,D,1,0,1,1,0,1,0,1,0,0,1,1,1
BP,D,1,0,1,1,0,1,0,1,0,1,1,1,2
BP,D,1,0,1,1,0,1,0,1,1,1,1,1,14
BP,D,1,0,1,1,1,0,0,1,0,0,0,1,2
BP,D,1,0,1,1,1,0,0,1,1,1,1,1,2
BP,D,1,1,0,1,0,0,1,1,0,1,1,1,2
BP,D,1,1,0,1,0,0,1,1,1,1,1,1,64
BP,D,1,1,0,1,0,1,0,1,0,0,0,1,2
BP,D,1,1,0,1,0,1,0,1,0,0,1,1,2
BP,D,1,1,0,1,0,1,0,1,0,1,1,1,3
BP,D,1,1,0,1,0,1,0,1,1,1,1,1,11
BP,D,1,1,0,1,1,0,0,1,0,0,0,1,1
BP,D,1,1,0,1,1,0,0,1,1,1,1,1,7
BP,Drugs,0,0,1,1,1,0,0,1,1,1,1,1,6
BP,Drugs,0,1,0,1,0,0,1,1,1,1,1,1,3
BP,Drugs,0,1,0,1,0,1,0,1,0,1,1,1,1
BP,Drugs,0,1,0,1,0,1,0,1,1,1,1,1,17
BP,Drugs,0,1,0,1,1,0,0,1,1,1,1,1,21
BP,FluidsLytes,0,0,1,1,0,0,1,1,0,1,1,1,15
BP,FluidsLytes,0,0,1,1,0,0,1,1,1,1,1,1,58
BP,FluidsLytes,0,0,1,1,0,1,0,1,0,0,1,1,1
BP,FluidsLytes,0,0,1,1,0,1,0,1,1,1,1,1,7
BP,FluidsLytes,0,0,1,1,1,0,0,1,0,0,0,1,1
BP,FluidsLytes,0,0,1,1,1,0,0,1,1,1,1,1,6
BP,FluidsLytes,0,1,0,1,0,0,1,1,0,0,0,1,1
BP,FluidsLytes,0,1,0,1,0,0,1,1,0,1,1,1,10
BP,FluidsLytes,0,1,0,1,0,0,1,1,1,1,1,1,233
BP,FluidsLytes,0,1,0,1,0,1,0,1,0,0,0,1,2
BP,FluidsLytes,0,1,0,1,0,1,0,1,1,1,1,1,29
BP,FluidsLytes,0,1,0,1,1,0,0,1,0,0,0,1,2
BP,FluidsLytes,0,1,0,1,1,0,0,1,0,0,1,1,1
BP,FluidsLytes,0,1,0,1,1,0,0,1,0,1,1,1,4
BP,FluidsLytes,0,1,0,1,1,0,0,1,1,1,1,1,8
BP,G,1,0,1,1,0,0,1,1,1,1,1,1,14
BP,G,1,0,1,1,0,1,0,1,0,0,1,1,1
BP,G,1,1,0,1,0,0,1,1,1,1,1,1,16
BP,HIV,0,0,1,1,0,1,0,1,1,1,1,1,1
BP,HIV,0,0,1,1,1,0,0,1,1,1,1,1,1
BP,HIV,0,1,0,1,1,0,0,1,1,1,1,1,1
BP,Hypothyroid,0,0,1,1,0,0,1,1,1,1,1,1,1
BP,Hypothyroid,0,1,0,1,0,0,1,1,1,1,1,1,4
BP,Hypothyroid,0,1,0,1,0,1,0,1,1,1,1,1,2
BP,Hypothyroid,0,1,0,1,1,0,0,1,1,1,1,1,1
BP,Liver,0,0,1,1,0,0,1,1,1,1,1,1,11
BP,Liver,0,1,0,1,0,0,1,1,0,1,1,1,1
BP,Liver,0,1,0,1,0,0,1,1,1,1,1,1,3
BP,Liver,0,1,0,1,0,1,0,1,0,0,0,1,2
BP,Liver,0,1,0,1,0,1,0,1,1,1,1,1,4
BP,Liver,0,1,0,1,1,0,0,1,0,0,0,1,1
BP,Liver,0,1,0,1,1,0,0,1,0,1,1,1,1
BP,Liver,0,1,0,1,1,0,0,1,1,1,1,1,1
BP,MHC,1,0,1,1,0,0,1,1,0,0,0,1,6
BP,MHC,1,0,1,1,0,0,1,1,1,1,1,1,23
BP,MHC,1,0,1,1,0,1,0,1,1,1,1,1,9
BP,MHC,1,0,1,1,1,0,0,1,1,1,1,1,11
BP,MHC,1,1,0,1,0,0,1,1,0,1,1,1,1
BP,MHC,1,1,0,1,0,0,1,1,1,1,1,1,33
BP,MHC,1,1,0,1,0,1,0,1,0,0,1,1,4
BP,MHC,1,1,0,1,0,1,0,1,0,1,1,1,2
BP,MHC,1,1,0,1,0,1,0,1,1,1,1,1,27
BP,MHC,1,1,0,1,1,0,0,1,0,0,0,1,2
BP,MHC,1,1,0,1,1,0,0,1,0,1,1,1,1
BP,MHC,1,1,0,1,1,0,0,1,1,1,1,1,32
BP,NeuroOther,0,0,1,1,0,0,1,1,0,1,1,1,10
BP,NeuroOther,0,0,1,1,0,0,1,1,1,1,1,1,26
BP,NeuroOther,0,0,1,1,0,1,0,1,0,0,1,1,1
BP,NeuroOther,0,0,1,1,0,1,0,1,1,1,1,1,5
BP,NeuroOther,0,0,1,1,1,0,0,1,1,1,1,1,5
BP,NeuroOther,0,1,0,1,0,0,1,1,0,1,1,1,2
BP,NeuroOther,0,1,0,1,0,0,1,1,1,1,1,1,5
BP,NeuroOther,0,1,0,1,0,1,0,1,0,0,0,1,2
BP,NeuroOther,0,1,0,1,0,1,0,1,1,1,1,1,4
BP,NeuroOther,0,1,0,1,1,0,0,1,0,0,1,1,1
BP,NeuroOther,0,1,0,1,1,0,0,1,1,1,1,1,4
BP,Obesity,0,0,1,1,0,0,1,1,0,1,1,1,1
BP,Obesity,0,0,1,1,0,0,1,1,1,1,1,1,28
BP,Obesity,0,0,1,1,0,1,0,1,0,1,1,1,2
BP,Obesity,0,0,1,1,0,1,0,1,1,1,1,1,4
BP,Obesity,0,0,1,1,1,0,0,1,1,1,1,1,2
BP,Obesity,0,1,0,1,0,0,1,1,0,1,1,1,2
BP,Obesity,0,1,0,1,0,0,1,1,1,1,1,1,7
BP,Obesity,0,1,0,1,0,1,0,1,0,0,0,1,1
BP,Obesity,0,1,0,1,0,1,0,1,0,1,1,1,2
BP,Obesity,0,1,0,1,0,1,0,1,1,1,1,1,21
BP,Obesity,0,1,0,1,1,0,0,1,0,0,1,1,1
BP,Obesity,0,1,0,1,1,0,0,1,1,1,1,1,7
BP,Osteo,1,0,1,1,0,0,1,1,0,1,1,1,1
BP,Osteo,1,0,1,1,0,0,1,1,1,1,1,1,31
BP,Osteo,1,0,1,1,0,1,0,1,1,1,1,1,4
BP,Osteo,1,1,0,1,0,0,1,1,0,1,1,1,2
BP,Osteo,1,1,0,1,0,0,1,1,1,1,1,1,26
BP,Osteo,1,1,0,1,0,1,0,1,0,0,1,1,1
BP,Osteo,1,1,0,1,0,1,0,1,1,1,1,1,3
BP,Paralysis,0,0,1,1,0,0,1,1,0,1,1,1,8
BP,Paralysis,0,0,1,1,0,0,1,1,1,1,1,1,10
BP,Paralysis,0,0,1,1,0,1,0,1,1,1,1,1,2
BP,Paralysis,0,0,1,1,1,0,0,1,1,1,1,1,2
BP,Paralysis,0,1,0,1,0,0,1,1,0,0,1,1,2
BP,Paralysis,0,1,0,1,0,0,1,1,0,1,1,1,2
BP,Paralysis,0,1,0,1,0,0,1,1,1,1,1,1,10
BP,Paralysis,0,1,0,1,0,1,0,1,0,0,0,1,2
BP,Paralysis,0,1,0,1,0,1,0,1,1,1,1,1,16
BP,Paralysis,0,1,0,1,1,0,0,1,1,1,1,1,2
BP,PUD,0,0,1,1,0,0,1,1,0,1,1,1,2
BP,PUD,0,0,1,1,0,0,1,1,1,1,1,1,1
BP,PUD,0,0,1,1,0,1,0,1,0,1,1,1,1
BP,PUD,0,0,1,1,1,0,0,1,0,0,0,1,1
BP,PUD,0,1,0,1,0,0,1,1,1,1,1,1,3
BP,PUD,0,1,0,1,0,1,0,1,0,1,1,1,1
BP,PUD,0,1,0,1,1,0,0,1,0,0,0,1,2
BP,PUD,0,1,0,1,1,0,0,1,1,1,1,1,1
BP,WeightLoss,0,0,1,1,0,0,1,1,1,1,1,1,30
BP,WeightLoss,0,0,1,1,0,1,0,1,0,1,1,1,1
BP,WeightLoss,0,0,1,1,0,1,0,1,1,1,1,1,2
BP,WeightLoss,0,0,1,1,1,0,0,1,1,1,1,1,5
BP,WeightLoss,0,1,0,1,0,0,1,1,0,0,1,1,2
BP,WeightLoss,0,1,0,1,0,0,1,1,0,1,1,1,2
BP,WeightLoss,0,1,0,1,0,0,1,1,1,1,1,1,28
BP,WeightLoss,0,1,0,1,0,1,0,1,1,1,1,1,15
BP,WeightLoss,0,1,0,1,1,0,0,1,1,1,1,1,2
C,Alcohol,0,0,1,1,0,0,1,1,0,0,1,1,1
C,Alcohol,0,0,1,1,0,0,1,1,0,1,1,1,2
C,Alcohol,0,0,1,1,0,0,1,1,1,1,1,1,23
C,Alcohol,0,0,1,1,0,1,0,1,0,0,1,1,1
C,Alcohol,0,0,1,1,0,1,0,1,0,1,1,1,3
C,Alcohol,0,0,1,1,0,1,0,1,1,1,1,1,5
C,Alcohol,0,1,0,1,0,0,1,1,0,0,0,1,1
C,Alcohol,0,1,0,1,0,0,1,1,1,1,1,1,1
C,Alcohol,0,1,0,1,0,1,0,1,0,0,0,1,1
C,Alcohol,0,1,0,1,0,1,0,1,1,1,1,1,5
C,Alcohol,0,1,0,1,1,0,0,1,0,0,0,1,1
C,Alcohol,0,1,0,1,1,0,0,1,0,0,1,1,1
C,Anemia,0,0,1,1,0,0,1,1,0,0,0,1,2
C,Anemia,0,0,1,1,0,0,1,1,0,1,1,1,7
C,Anemia,0,0,1,1,0,0,1,1,1,1,1,1,86
C,Anemia,0,0,1,1,0,1,0,1,0,1,1,1,1
C,Anemia,0,0,1,1,0,1,0,1,1,1,1,1,6
C,Anemia,0,0,1,1,1,0,0,1,0,0,0,1,1
C,Anemia,0,1,0,1,0,0,1,1,0,0,0,1,6
C,Anemia,0,1,0,1,0,0,1,1,0,1,1,1,4
C,Anemia,0,1,0,1,0,0,1,1,1,1,1,1,62
C,Anemia,0,1,0,1,0,1,0,1,0,0,0,1,1
C,Anemia,0,1,0,1,0,1,0,1,0,1,1,1,4
C,Anemia,0,1,0,1,0,1,0,1,1,1,1,1,10
C,Anemia,0,1,0,1,1,0,0,1,0,0,0,1,1
C,Anemia,0,1,0,1,1,0,0,1,0,0,1,1,2
C,Anemia,0,1,0,1,1,0,0,1,0,1,1,1,2
C,Anemia,0,1,0,1,1,0,0,1,1,1,1,1,1
C,AR,1,0,1,1,0,0,1,1,0,1,1,1,3
C,AR,1,0,1,1,0,0,1,1,1,1,1,1,15
C,AR,1,0,1,1,0,1,0,1,0,0,1,1,3
C,AR,1,0,1,1,0,1,0,1,0,1,1,1,2
C,AR,1,0,1,1,0,1,0,1,1,1,1,1,1
C,AR,1,1,0,1,0,0,1,1,0,0,0,1,3
C,AR,1,1,0,1,0,0,1,1,0,1,1,1,1
C,AR,1,1,0,1,0,0,1,1,1,1,1,1,13
C,AR,1,1,0,1,0,1,0,1,0,0,0,1,1
C,AR,1,1,0,1,0,1,0,1,0,0,1,1,3
C,AR,1,1,0,1,0,1,0,1,0,1,1,1,2
C,AS,1,0,1,1,0,0,1,1,0,0,0,1,1
C,AS,1,0,1,1,0,0,1,1,1,1,1,1,11
C,AS,1,0,1,1,0,1,0,1,0,0,1,1,2
C,AS,1,0,1,1,0,1,0,1,1,1,1,1,2
C,AS,1,0,1,1,1,0,0,1,0,0,1,1,2
C,AS,1,0,1,1,1,0,0,1,1,1,1,1,2
C,AS,1,1,0,1,0,0,1,1,0,0,0,1,1
C,AS,1,1,0,1,0,0,1,1,0,1,1,1,3
C,AS,1,1,0,1,0,0,1,1,1,1,1,1,23
C,AS,1,1,0,1,0,1,0,1,0,1,1,1,1
C,AS,1,1,0,1,0,1,0,1,1,1,1,1,15
C,AS,1,1,0,1,1,0,0,1,0,0,1,1,1
C,AS,1,1,0,1,1,0,0,1,1,1,1,1,5
C,BloodLoss,0,0,1,1,0,0,1,1,0,0,0,1,1
C,BloodLoss,0,0,1,1,0,0,1,1,0,1,1,1,1
C,BloodLoss,0,0,1,1,0,0,1,1,1,1,1,1,121
C,BloodLoss,0,0,1,1,0,1,0,1,0,1,1,1,1
C,BloodLoss,0,0,1,1,0,1,0,1,1,1,1,1,4
C,BloodLoss,0,0,1,1,1,0,0,1,1,1,1,1,1
C,BloodLoss,0,1,0,1,0,0,1,1,0,1,1,1,1
C,BloodLoss,0,1,0,1,0,0,1,1,1,1,1,1,8
C,BloodLoss,0,1,0,1,0,1,0,1,0,0,0,1,2
C,BloodLoss,0,1,0,1,0,1,0,1,1,1,1,1,4
C,BloodLoss,0,1,0,1,1,0,0,1,1,1,1,1,3
