cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,data_use,instance
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,All Sex,Within 10 years,Develop Years,146
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,Within 2 years,Develop Years,41
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,Within 5 years,Develop Years,43
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,F,Within 10 years,Develop Years,45
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,Within 2 years,Develop Years,96
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,Within 5 years,Develop Years,101
Alcohol,FluidsLytes,Alcohol-->FluidsLytes,0,M,Within 10 years,Develop Years,101
Alcohol,G,Alcohol-->G,0,All Sex,Within 2 years,Develop Years,11
Alcohol,G,Alcohol-->G,0,All Sex,Within 5 years,Develop Years,15
Alcohol,G,Alcohol-->G,0,All Sex,Within 10 years,Develop Years,15
Alcohol,G,Alcohol-->G,0,M,Within 2 years,Develop Years,11
Alcohol,G,Alcohol-->G,0,M,Within 5 years,Develop Years,15
Alcohol,G,Alcohol-->G,0,M,Within 10 years,Develop Years,15
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,All Sex,Within 2 years,Develop Years,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,All Sex,Within 5 years,Develop Years,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,All Sex,Within 10 years,Develop Years,2
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,F,Within 2 years,Develop Years,1
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,F,Within 5 years,Develop Years,1
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,F,Within 10 years,Develop Years,1
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,M,Within 2 years,Develop Years,1
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,M,Within 5 years,Develop Years,1
Alcohol,Hypothyroid,Alcohol-->Hypothyroid,0,M,Within 10 years,Develop Years,1
Alcohol,Liver,Alcohol-->Liver,0,All Sex,Within 2 years,Develop Years,163
Alcohol,Liver,Alcohol-->Liver,0,All Sex,Within 5 years,Develop Years,178
Alcohol,Liver,Alcohol-->Liver,0,All Sex,Within 10 years,Develop Years,178
Alcohol,Liver,Alcohol-->Liver,0,F,Within 2 years,Develop Years,76
Alcohol,Liver,Alcohol-->Liver,0,F,Within 5 years,Develop Years,90
Alcohol,Liver,Alcohol-->Liver,0,F,Within 10 years,Develop Years,90
Alcohol,Liver,Alcohol-->Liver,0,M,Within 2 years,Develop Years,87
Alcohol,Liver,Alcohol-->Liver,0,M,Within 5 years,Develop Years,88
Alcohol,Liver,Alcohol-->Liver,0,M,Within 10 years,Develop Years,88
Alcohol,MHC,Alcohol-->MHC,0,All Sex,Within 2 years,Develop Years,338
Alcohol,MHC,Alcohol-->MHC,0,All Sex,Within 5 years,Develop Years,343
Alcohol,MHC,Alcohol-->MHC,0,All Sex,Within 10 years,Develop Years,343
Alcohol,MHC,Alcohol-->MHC,0,F,Within 2 years,Develop Years,179
Alcohol,MHC,Alcohol-->MHC,0,F,Within 5 years,Develop Years,181
Alcohol,MHC,Alcohol-->MHC,0,F,Within 10 years,Develop Years,181
Alcohol,MHC,Alcohol-->MHC,0,M,Within 2 years,Develop Years,159
Alcohol,MHC,Alcohol-->MHC,0,M,Within 5 years,Develop Years,162
Alcohol,MHC,Alcohol-->MHC,0,M,Within 10 years,Develop Years,162
Alcohol,NeuroOther,Alcohol-->NeuroOther,0,All Sex,Within 2 years,Develop Years,35
Alcohol,NeuroOther,Alcohol-->NeuroOther,0,All Sex,Within 5 years,Develop Years,36
Alcohol,NeuroOther,Alcohol-->NeuroOther,0,All Sex,Within 10 years,Develop Years,36
Alcohol,NeuroOther,Alcohol-->NeuroOther,0,F,Within 2 years,Develop Years,9
Alcohol,NeuroOther,Alcohol-->NeuroOther,0,F,Within 5 years,Develop Years,10
Alcohol,NeuroOther,Alcohol-->NeuroOther,0,F,Within 10 years,Develop Years,10
Alcohol,NeuroOther,Alcohol-->NeuroOther,0,M,Within 2 years,Develop Years,26
Alcohol,NeuroOther,Alcohol-->NeuroOther,0,M,Within 5 years,Develop Years,26
Alcohol,NeuroOther,Alcohol-->NeuroOther,0,M,Within 10 years,Develop Years,26
Alcohol,Obesity,Alcohol-->Obesity,0,All Sex,Within 2 years,Develop Years,42
Alcohol,Obesity,Alcohol-->Obesity,0,All Sex,Within 5 years,Develop Years,45
Alcohol,Obesity,Alcohol-->Obesity,0,All Sex,Within 10 years,Develop Years,45
Alcohol,Obesity,Alcohol-->Obesity,0,F,Within 2 years,Develop Years,35
Alcohol,Obesity,Alcohol-->Obesity,0,F,Within 5 years,Develop Years,37
Alcohol,Obesity,Alcohol-->Obesity,0,F,Within 10 years,Develop Years,37
Alcohol,Obesity,Alcohol-->Obesity,0,M,Within 2 years,Develop Years,7
Alcohol,Obesity,Alcohol-->Obesity,0,M,Within 5 years,Develop Years,8
Alcohol,Obesity,Alcohol-->Obesity,0,M,Within 10 years,Develop Years,8
Alcohol,Osteo,Alcohol-->Osteo,0,All Sex,Within 2 years,Develop Years,26
Alcohol,Osteo,Alcohol-->Osteo,0,All Sex,Within 5 years,Develop Years,29
Alcohol,Osteo,Alcohol-->Osteo,0,All Sex,Within 10 years,Develop Years,29
Alcohol,Osteo,Alcohol-->Osteo,0,F,Within 2 years,Develop Years,20
Alcohol,Osteo,Alcohol-->Osteo,0,F,Within 5 years,Develop Years,22
Alcohol,Osteo,Alcohol-->Osteo,0,F,Within 10 years,Develop Years,22
Alcohol,Osteo,Alcohol-->Osteo,0,M,Within 2 years,Develop Years,6
Alcohol,Osteo,Alcohol-->Osteo,0,M,Within 5 years,Develop Years,7
Alcohol,Osteo,Alcohol-->Osteo,0,M,Within 10 years,Develop Years,7
Alcohol,Paralysis,Alcohol-->Paralysis,0,All Sex,Within 2 years,Develop Years,12
Alcohol,Paralysis,Alcohol-->Paralysis,0,All Sex,Within 5 years,Develop Years,12
Alcohol,Paralysis,Alcohol-->Paralysis,0,All Sex,Within 10 years,Develop Years,12
Alcohol,Paralysis,Alcohol-->Paralysis,0,M,Within 2 years,Develop Years,12
Alcohol,Paralysis,Alcohol-->Paralysis,0,M,Within 5 years,Develop Years,12
Alcohol,Paralysis,Alcohol-->Paralysis,0,M,Within 10 years,Develop Years,12
Alcohol,PUD,Alcohol-->PUD,0,All Sex,Within 2 years,Develop Years,17
Alcohol,PUD,Alcohol-->PUD,0,All Sex,Within 5 years,Develop Years,17
Alcohol,PUD,Alcohol-->PUD,0,All Sex,Within 10 years,Develop Years,17
Alcohol,PUD,Alcohol-->PUD,0,F,Within 2 years,Develop Years,13
Alcohol,PUD,Alcohol-->PUD,0,F,Within 5 years,Develop Years,13
Alcohol,PUD,Alcohol-->PUD,0,F,Within 10 years,Develop Years,13
Alcohol,PUD,Alcohol-->PUD,0,M,Within 2 years,Develop Years,4
Alcohol,PUD,Alcohol-->PUD,0,M,Within 5 years,Develop Years,4
Alcohol,PUD,Alcohol-->PUD,0,M,Within 10 years,Develop Years,4
Alcohol,WeightLoss,Alcohol-->WeightLoss,0,All Sex,Within 2 years,Develop Years,58
Alcohol,WeightLoss,Alcohol-->WeightLoss,0,All Sex,Within 5 years,Develop Years,64
Alcohol,WeightLoss,Alcohol-->WeightLoss,0,All Sex,Within 10 years,Develop Years,64
Alcohol,WeightLoss,Alcohol-->WeightLoss,0,F,Within 2 years,Develop Years,11
Alcohol,WeightLoss,Alcohol-->WeightLoss,0,F,Within 5 years,Develop Years,15
Alcohol,WeightLoss,Alcohol-->WeightLoss,0,F,Within 10 years,Develop Years,15
Alcohol,WeightLoss,Alcohol-->WeightLoss,0,M,Within 2 years,Develop Years,47
Alcohol,WeightLoss,Alcohol-->WeightLoss,0,M,Within 5 years,Develop Years,49
Alcohol,WeightLoss,Alcohol-->WeightLoss,0,M,Within 10 years,Develop Years,49
Anemia,Alcohol,Anemia-->Alcohol,0,All Sex,Within 2 years,Develop Years,36
Anemia,Alcohol,Anemia-->Alcohol,0,All Sex,Within 5 years,Develop Years,38
Anemia,Alcohol,Anemia-->Alcohol,0,All Sex,Within 10 years,Develop Years,39
Anemia,Alcohol,Anemia-->Alcohol,0,F,Within 2 years,Develop Years,26
Anemia,Alcohol,Anemia-->Alcohol,0,F,Within 5 years,Develop Years,28
Anemia,Alcohol,Anemia-->Alcohol,0,F,Within 10 years,Develop Years,29
Anemia,Alcohol,Anemia-->Alcohol,0,M,Within 2 years,Develop Years,10
Anemia,Alcohol,Anemia-->Alcohol,0,M,Within 5 years,Develop Years,10
Anemia,Alcohol,Anemia-->Alcohol,0,M,Within 10 years,Develop Years,10
Anemia,AR,Anemia-->AR,0,All Sex,Within 2 years,Develop Years,16
Anemia,AR,Anemia-->AR,0,All Sex,Within 5 years,Develop Years,18
Anemia,AR,Anemia-->AR,0,All Sex,Within 10 years,Develop Years,18
Anemia,AR,Anemia-->AR,0,F,Within 2 years,Develop Years,9
Anemia,AR,Anemia-->AR,0,F,Within 5 years,Develop Years,11
Anemia,AR,Anemia-->AR,0,F,Within 10 years,Develop Years,11
Anemia,AR,Anemia-->AR,0,M,Within 2 years,Develop Years,7
Anemia,AR,Anemia-->AR,0,M,Within 5 years,Develop Years,7
Anemia,AR,Anemia-->AR,0,M,Within 10 years,Develop Years,7
Anemia,AS,Anemia-->AS,0,All Sex,Within 2 years,Develop Years,21
Anemia,AS,Anemia-->AS,0,All Sex,Within 5 years,Develop Years,28
Anemia,AS,Anemia-->AS,0,All Sex,Within 10 years,Develop Years,28
Anemia,AS,Anemia-->AS,0,F,Within 2 years,Develop Years,20
Anemia,AS,Anemia-->AS,0,F,Within 5 years,Develop Years,26
Anemia,AS,Anemia-->AS,0,F,Within 10 years,Develop Years,26
Anemia,AS,Anemia-->AS,0,M,Within 2 years,Develop Years,1
Anemia,AS,Anemia-->AS,0,M,Within 5 years,Develop Years,2
Anemia,AS,Anemia-->AS,0,M,Within 10 years,Develop Years,2
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,Within 2 years,Develop Years,18
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,Within 5 years,Develop Years,31
Anemia,BloodLoss,Anemia-->BloodLoss,0,All Sex,Within 10 years,Develop Years,31
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,Within 2 years,Develop Years,10
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,Within 5 years,Develop Years,22
Anemia,BloodLoss,Anemia-->BloodLoss,0,F,Within 10 years,Develop Years,22
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,Within 2 years,Develop Years,8
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,Within 5 years,Develop Years,9
Anemia,BloodLoss,Anemia-->BloodLoss,0,M,Within 10 years,Develop Years,9
Anemia,BP,Anemia-->BP,0,All Sex,Within 2 years,Develop Years,30
Anemia,BP,Anemia-->BP,0,All Sex,Within 5 years,Develop Years,34
Anemia,BP,Anemia-->BP,0,All Sex,Within 10 years,Develop Years,34
Anemia,BP,Anemia-->BP,0,F,Within 2 years,Develop Years,14
Anemia,BP,Anemia-->BP,0,F,Within 5 years,Develop Years,16
Anemia,BP,Anemia-->BP,0,F,Within 10 years,Develop Years,16
Anemia,BP,Anemia-->BP,0,M,Within 2 years,Develop Years,16
Anemia,BP,Anemia-->BP,0,M,Within 5 years,Develop Years,18
Anemia,BP,Anemia-->BP,0,M,Within 10 years,Develop Years,18
Anemia,C,Anemia-->C,0,All Sex,Within 2 years,Develop Years,148
Anemia,C,Anemia-->C,0,All Sex,Within 5 years,Develop Years,158
Anemia,C,Anemia-->C,0,All Sex,Within 10 years,Develop Years,162
Anemia,C,Anemia-->C,0,F,Within 2 years,Develop Years,63
Anemia,C,Anemia-->C,0,F,Within 5 years,Develop Years,66
Anemia,C,Anemia-->C,0,F,Within 10 years,Develop Years,70
Anemia,C,Anemia-->C,0,M,Within 2 years,Develop Years,85
Anemia,C,Anemia-->C,0,M,Within 5 years,Develop Years,92
Anemia,C,Anemia-->C,0,M,Within 10 years,Develop Years,92
Anemia,CKD,Anemia-->CKD,0,All Sex,Within 2 years,Develop Years,145
Anemia,CKD,Anemia-->CKD,0,All Sex,Within 5 years,Develop Years,147
Anemia,CKD,Anemia-->CKD,0,All Sex,Within 10 years,Develop Years,147
Anemia,CKD,Anemia-->CKD,0,F,Within 2 years,Develop Years,96
Anemia,CKD,Anemia-->CKD,0,F,Within 5 years,Develop Years,98
Anemia,CKD,Anemia-->CKD,0,F,Within 10 years,Develop Years,98
Anemia,CKD,Anemia-->CKD,0,M,Within 2 years,Develop Years,49
Anemia,CKD,Anemia-->CKD,0,M,Within 5 years,Develop Years,49
Anemia,CKD,Anemia-->CKD,0,M,Within 10 years,Develop Years,49
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,Within 2 years,Develop Years,65
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,Within 5 years,Develop Years,68
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,All Sex,Within 10 years,Develop Years,68
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,Within 2 years,Develop Years,30
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,Within 5 years,Develop Years,31
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,F,Within 10 years,Develop Years,31
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,Within 2 years,Develop Years,35
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,Within 5 years,Develop Years,37
Anemia,Coagulopathy,Anemia-->Coagulopathy,0,M,Within 10 years,Develop Years,37
Anemia,COPD,Anemia-->COPD,0,All Sex,Within 2 years,Develop Years,35
Anemia,COPD,Anemia-->COPD,0,All Sex,Within 5 years,Develop Years,36
Anemia,COPD,Anemia-->COPD,0,All Sex,Within 10 years,Develop Years,36
Anemia,COPD,Anemia-->COPD,0,F,Within 2 years,Develop Years,15
Anemia,COPD,Anemia-->COPD,0,F,Within 5 years,Develop Years,15
Anemia,COPD,Anemia-->COPD,0,F,Within 10 years,Develop Years,15
Anemia,COPD,Anemia-->COPD,0,M,Within 2 years,Develop Years,20
Anemia,COPD,Anemia-->COPD,0,M,Within 5 years,Develop Years,21
Anemia,COPD,Anemia-->COPD,0,M,Within 10 years,Develop Years,21
Anemia,CVD,Anemia-->CVD,0,All Sex,Within 2 years,Develop Years,194
Anemia,CVD,Anemia-->CVD,0,All Sex,Within 5 years,Develop Years,210
Anemia,CVD,Anemia-->CVD,0,All Sex,Within 10 years,Develop Years,213
Anemia,CVD,Anemia-->CVD,0,F,Within 2 years,Develop Years,121
Anemia,CVD,Anemia-->CVD,0,F,Within 5 years,Develop Years,134
Anemia,CVD,Anemia-->CVD,0,F,Within 10 years,Develop Years,136
Anemia,CVD,Anemia-->CVD,0,M,Within 2 years,Develop Years,73
Anemia,CVD,Anemia-->CVD,0,M,Within 5 years,Develop Years,76
Anemia,CVD,Anemia-->CVD,0,M,Within 10 years,Develop Years,77
Anemia,D,Anemia-->D,0,All Sex,Within 2 years,Develop Years,137
Anemia,D,Anemia-->D,0,All Sex,Within 5 years,Develop Years,147
Anemia,D,Anemia-->D,0,All Sex,Within 10 years,Develop Years,148
Anemia,D,Anemia-->D,0,F,Within 2 years,Develop Years,89
Anemia,D,Anemia-->D,0,F,Within 5 years,Develop Years,99
Anemia,D,Anemia-->D,0,F,Within 10 years,Develop Years,100
Anemia,D,Anemia-->D,0,M,Within 2 years,Develop Years,48
Anemia,D,Anemia-->D,0,M,Within 5 years,Develop Years,48
Anemia,D,Anemia-->D,0,M,Within 10 years,Develop Years,48
Anemia,Drugs,Anemia-->Drugs,0,All Sex,Within 2 years,Develop Years,1
Anemia,Drugs,Anemia-->Drugs,0,All Sex,Within 5 years,Develop Years,2
Anemia,Drugs,Anemia-->Drugs,0,All Sex,Within 10 years,Develop Years,2
Anemia,Drugs,Anemia-->Drugs,0,F,Within 5 years,Develop Years,1
Anemia,Drugs,Anemia-->Drugs,0,F,Within 10 years,Develop Years,1
Anemia,Drugs,Anemia-->Drugs,0,M,Within 2 years,Develop Years,1
Anemia,Drugs,Anemia-->Drugs,0,M,Within 5 years,Develop Years,1
Anemia,Drugs,Anemia-->Drugs,0,M,Within 10 years,Develop Years,1
Anemia,FluidsLytes,Anemia-->FluidsLytes,0,All Sex,Within 2 years,Develop Years,224
Anemia,FluidsLytes,Anemia-->FluidsLytes,0,All Sex,Within 5 years,Develop Years,243
Anemia,FluidsLytes,Anemia-->FluidsLytes,0,All Sex,Within 10 years,Develop Years,244
Anemia,FluidsLytes,Anemia-->FluidsLytes,0,F,Within 2 years,Develop Years,126
Anemia,FluidsLytes,Anemia-->FluidsLytes,0,F,Within 5 years,Develop Years,143
Anemia,FluidsLytes,Anemia-->FluidsLytes,0,F,Within 10 years,Develop Years,144
Anemia,FluidsLytes,Anemia-->FluidsLytes,0,M,Within 2 years,Develop Years,98
Anemia,FluidsLytes,Anemia-->FluidsLytes,0,M,Within 5 years,Develop Years,100
Anemia,FluidsLytes,Anemia-->FluidsLytes,0,M,Within 10 years,Develop Years,100
Anemia,G,Anemia-->G,0,All Sex,Within 2 years,Develop Years,2
Anemia,G,Anemia-->G,0,All Sex,Within 5 years,Develop Years,4
Anemia,G,Anemia-->G,0,All Sex,Within 10 years,Develop Years,4
Anemia,G,Anemia-->G,0,M,Within 2 years,Develop Years,2
Anemia,G,Anemia-->G,0,M,Within 5 years,Develop Years,4
Anemia,G,Anemia-->G,0,M,Within 10 years,Develop Years,4
Anemia,HIV,Anemia-->HIV,0,All Sex,Within 2 years,Develop Years,1
Anemia,HIV,Anemia-->HIV,0,All Sex,Within 5 years,Develop Years,1
Anemia,HIV,Anemia-->HIV,0,All Sex,Within 10 years,Develop Years,1
Anemia,HIV,Anemia-->HIV,0,F,Within 2 years,Develop Years,1
Anemia,HIV,Anemia-->HIV,0,F,Within 5 years,Develop Years,1
Anemia,HIV,Anemia-->HIV,0,F,Within 10 years,Develop Years,1
Anemia,Hypothyroid,Anemia-->Hypothyroid,0,All Sex,Within 2 years,Develop Years,7
Anemia,Hypothyroid,Anemia-->Hypothyroid,0,All Sex,Within 5 years,Develop Years,19
Anemia,Hypothyroid,Anemia-->Hypothyroid,0,All Sex,Within 10 years,Develop Years,19
Anemia,Hypothyroid,Anemia-->Hypothyroid,0,F,Within 2 years,Develop Years,4
Anemia,Hypothyroid,Anemia-->Hypothyroid,0,F,Within 5 years,Develop Years,16
Anemia,Hypothyroid,Anemia-->Hypothyroid,0,F,Within 10 years,Develop Years,16
Anemia,Hypothyroid,Anemia-->Hypothyroid,0,M,Within 2 years,Develop Years,3
Anemia,Hypothyroid,Anemia-->Hypothyroid,0,M,Within 5 years,Develop Years,3
Anemia,Hypothyroid,Anemia-->Hypothyroid,0,M,Within 10 years,Develop Years,3
Anemia,Liver,Anemia-->Liver,0,All Sex,Within 2 years,Develop Years,52
Anemia,Liver,Anemia-->Liver,0,All Sex,Within 5 years,Develop Years,54
Anemia,Liver,Anemia-->Liver,0,All Sex,Within 10 years,Develop Years,54
Anemia,Liver,Anemia-->Liver,0,F,Within 2 years,Develop Years,39
Anemia,Liver,Anemia-->Liver,0,F,Within 5 years,Develop Years,41
Anemia,Liver,Anemia-->Liver,0,F,Within 10 years,Develop Years,41
Anemia,Liver,Anemia-->Liver,0,M,Within 2 years,Develop Years,13
Anemia,Liver,Anemia-->Liver,0,M,Within 5 years,Develop Years,13
Anemia,Liver,Anemia-->Liver,0,M,Within 10 years,Develop Years,13
Anemia,MHC,Anemia-->MHC,0,All Sex,Within 2 years,Develop Years,113
Anemia,MHC,Anemia-->MHC,0,All Sex,Within 5 years,Develop Years,117
Anemia,MHC,Anemia-->MHC,0,All Sex,Within 10 years,Develop Years,120
Anemia,MHC,Anemia-->MHC,0,F,Within 2 years,Develop Years,88
Anemia,MHC,Anemia-->MHC,0,F,Within 5 years,Develop Years,91
Anemia,MHC,Anemia-->MHC,0,F,Within 10 years,Develop Years,94
Anemia,MHC,Anemia-->MHC,0,M,Within 2 years,Develop Years,25
Anemia,MHC,Anemia-->MHC,0,M,Within 5 years,Develop Years,26
Anemia,MHC,Anemia-->MHC,0,M,Within 10 years,Develop Years,26
Anemia,NeuroOther,Anemia-->NeuroOther,0,All Sex,Within 2 years,Develop Years,38
Anemia,NeuroOther,Anemia-->NeuroOther,0,All Sex,Within 5 years,Develop Years,43
Anemia,NeuroOther,Anemia-->NeuroOther,0,All Sex,Within 10 years,Develop Years,46
Anemia,NeuroOther,Anemia-->NeuroOther,0,F,Within 2 years,Develop Years,20
Anemia,NeuroOther,Anemia-->NeuroOther,0,F,Within 5 years,Develop Years,22
Anemia,NeuroOther,Anemia-->NeuroOther,0,F,Within 10 years,Develop Years,25
Anemia,NeuroOther,Anemia-->NeuroOther,0,M,Within 2 years,Develop Years,18
Anemia,NeuroOther,Anemia-->NeuroOther,0,M,Within 5 years,Develop Years,21
Anemia,NeuroOther,Anemia-->NeuroOther,0,M,Within 10 years,Develop Years,21
Anemia,Obesity,Anemia-->Obesity,0,All Sex,Within 2 years,Develop Years,34
Anemia,Obesity,Anemia-->Obesity,0,All Sex,Within 5 years,Develop Years,39
Anemia,Obesity,Anemia-->Obesity,0,All Sex,Within 10 years,Develop Years,41
Anemia,Obesity,Anemia-->Obesity,0,F,Within 2 years,Develop Years,25
Anemia,Obesity,Anemia-->Obesity,0,F,Within 5 years,Develop Years,30
Anemia,Obesity,Anemia-->Obesity,0,F,Within 10 years,Develop Years,32
Anemia,Obesity,Anemia-->Obesity,0,M,Within 2 years,Develop Years,9
Anemia,Obesity,Anemia-->Obesity,0,M,Within 5 years,Develop Years,9
Anemia,Obesity,Anemia-->Obesity,0,M,Within 10 years,Develop Years,9
Anemia,Osteo,Anemia-->Osteo,0,All Sex,Within 2 years,Develop Years,12
Anemia,Osteo,Anemia-->Osteo,0,All Sex,Within 5 years,Develop Years,13
Anemia,Osteo,Anemia-->Osteo,0,All Sex,Within 10 years,Develop Years,16
Anemia,Osteo,Anemia-->Osteo,0,F,Within 2 years,Develop Years,11
Anemia,Osteo,Anemia-->Osteo,0,F,Within 5 years,Develop Years,12
Anemia,Osteo,Anemia-->Osteo,0,F,Within 10 years,Develop Years,15
Anemia,Osteo,Anemia-->Osteo,0,M,Within 2 years,Develop Years,1
Anemia,Osteo,Anemia-->Osteo,0,M,Within 5 years,Develop Years,1
Anemia,Osteo,Anemia-->Osteo,0,M,Within 10 years,Develop Years,1
Anemia,Paralysis,Anemia-->Paralysis,0,All Sex,Within 2 years,Develop Years,59
Anemia,Paralysis,Anemia-->Paralysis,0,All Sex,Within 5 years,Develop Years,60
Anemia,Paralysis,Anemia-->Paralysis,0,All Sex,Within 10 years,Develop Years,60
Anemia,Paralysis,Anemia-->Paralysis,0,F,Within 2 years,Develop Years,7
Anemia,Paralysis,Anemia-->Paralysis,0,F,Within 5 years,Develop Years,7
Anemia,Paralysis,Anemia-->Paralysis,0,F,Within 10 years,Develop Years,7
Anemia,Paralysis,Anemia-->Paralysis,0,M,Within 2 years,Develop Years,52
Anemia,Paralysis,Anemia-->Paralysis,0,M,Within 5 years,Develop Years,53
Anemia,Paralysis,Anemia-->Paralysis,0,M,Within 10 years,Develop Years,53
Anemia,PUD,Anemia-->PUD,0,All Sex,Within 2 years,Develop Years,46
Anemia,PUD,Anemia-->PUD,0,All Sex,Within 5 years,Develop Years,53
Anemia,PUD,Anemia-->PUD,0,All Sex,Within 10 years,Develop Years,53
Anemia,PUD,Anemia-->PUD,0,F,Within 2 years,Develop Years,33
Anemia,PUD,Anemia-->PUD,0,F,Within 5 years,Develop Years,40
Anemia,PUD,Anemia-->PUD,0,F,Within 10 years,Develop Years,40
Anemia,PUD,Anemia-->PUD,0,M,Within 2 years,Develop Years,13
Anemia,PUD,Anemia-->PUD,0,M,Within 5 years,Develop Years,13
Anemia,PUD,Anemia-->PUD,0,M,Within 10 years,Develop Years,13
Anemia,WeightLoss,Anemia-->WeightLoss,0,All Sex,Within 2 years,Develop Years,82
Anemia,WeightLoss,Anemia-->WeightLoss,0,All Sex,Within 5 years,Develop Years,85
Anemia,WeightLoss,Anemia-->WeightLoss,0,All Sex,Within 10 years,Develop Years,90
Anemia,WeightLoss,Anemia-->WeightLoss,0,F,Within 2 years,Develop Years,43
Anemia,WeightLoss,Anemia-->WeightLoss,0,F,Within 5 years,Develop Years,46
Anemia,WeightLoss,Anemia-->WeightLoss,0,F,Within 10 years,Develop Years,49
Anemia,WeightLoss,Anemia-->WeightLoss,0,M,Within 2 years,Develop Years,39
Anemia,WeightLoss,Anemia-->WeightLoss,0,M,Within 5 years,Develop Years,39
Anemia,WeightLoss,Anemia-->WeightLoss,0,M,Within 10 years,Develop Years,41
AR,Alcohol,AR-->Alcohol,0,All Sex,Within 2 years,Develop Years,16
AR,Alcohol,AR-->Alcohol,0,All Sex,Within 5 years,Develop Years,16
AR,Alcohol,AR-->Alcohol,0,All Sex,Within 10 years,Develop Years,17
AR,Alcohol,AR-->Alcohol,0,F,Within 2 years,Develop Years,13
AR,Alcohol,AR-->Alcohol,0,F,Within 5 years,Develop Years,13
AR,Alcohol,AR-->Alcohol,0,F,Within 10 years,Develop Years,14
AR,Alcohol,AR-->Alcohol,0,M,Within 2 years,Develop Years,3
AR,Alcohol,AR-->Alcohol,0,M,Within 5 years,Develop Years,3
AR,Alcohol,AR-->Alcohol,0,M,Within 10 years,Develop Years,3
AR,Anemia,AR-->Anemia,0,All Sex,Within 2 years,Develop Years,17
AR,Anemia,AR-->Anemia,0,All Sex,Within 5 years,Develop Years,30
AR,Anemia,AR-->Anemia,0,All Sex,Within 10 years,Develop Years,31
AR,Anemia,AR-->Anemia,0,F,Within 2 years,Develop Years,8
AR,Anemia,AR-->Anemia,0,F,Within 5 years,Develop Years,21
AR,Anemia,AR-->Anemia,0,F,Within 10 years,Develop Years,22
AR,Anemia,AR-->Anemia,0,M,Within 2 years,Develop Years,9
AR,Anemia,AR-->Anemia,0,M,Within 5 years,Develop Years,9
AR,Anemia,AR-->Anemia,0,M,Within 10 years,Develop Years,9
AR,AS,AR-->AS,1,All Sex,Within 2 years,Develop Years,79
AR,AS,AR-->AS,1,All Sex,Within 5 years,Develop Years,84
AR,AS,AR-->AS,1,All Sex,Within 10 years,Develop Years,84
AR,AS,AR-->AS,1,F,Within 2 years,Develop Years,59
AR,AS,AR-->AS,1,F,Within 5 years,Develop Years,63
AR,AS,AR-->AS,1,F,Within 10 years,Develop Years,63
AR,AS,AR-->AS,1,M,Within 2 years,Develop Years,20
AR,AS,AR-->AS,1,M,Within 5 years,Develop Years,21
AR,AS,AR-->AS,1,M,Within 10 years,Develop Years,21
AR,BloodLoss,AR-->BloodLoss,0,All Sex,Within 2 years,Develop Years,4
AR,BloodLoss,AR-->BloodLoss,0,All Sex,Within 5 years,Develop Years,5
AR,BloodLoss,AR-->BloodLoss,0,All Sex,Within 10 years,Develop Years,5
AR,BloodLoss,AR-->BloodLoss,0,F,Within 2 years,Develop Years,2
AR,BloodLoss,AR-->BloodLoss,0,F,Within 5 years,Develop Years,3
AR,BloodLoss,AR-->BloodLoss,0,F,Within 10 years,Develop Years,3
AR,BloodLoss,AR-->BloodLoss,0,M,Within 2 years,Develop Years,2
AR,BloodLoss,AR-->BloodLoss,0,M,Within 5 years,Develop Years,2
AR,BloodLoss,AR-->BloodLoss,0,M,Within 10 years,Develop Years,2
AR,BP,AR-->BP,1,All Sex,Within 2 years,Develop Years,54
AR,BP,AR-->BP,1,All Sex,Within 5 years,Develop Years,60
